user,pool,block,position,lpvalue
0xc22A8fB8f00a9ab196753D4eFbF80478b3656909,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2805294,0,0.0
0xc22A8fB8f00a9ab196753D4eFbF80478b3656909,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2805276,0,14.99201205
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2805266,0,83983.5545223494
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2804425,0,83956.45900004939
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2803562,0,84150.07362869015
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2803193,0,84266.19733809274
0x6F8dF5109AbEa2104CC7DeAa3DAB5cA9d5280EB5,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2801776,0,1.99929
0x5ec5e83Aeb8B4c14DF35cf97B0ab31CFBbe277d4,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2800064,0,-0.0014114987399995726
0x3FFC340B7bAF5ea4d34bb974EE092b8E0949dc48,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2799986,0,0.03790623245924
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2785979,0,84150.07367109273
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2780980,0,84434.03989670484
0x72d7133BEc6Ef23948E4B05ed3Db7403C5BF4f9E,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2780812,0,3.0988995
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2780642,0,84434.03985799695
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2779768,0,84434.03947091805
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2777062,0,84434.03560012915
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2776811,0,84434.03521305026
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2776512,0,84434.03134226135
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2776441,0,84434.03095518246
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2776136,0,84434.02708439356
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2775884,0,84434.02321360465
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2775774,0,84434.02282652576
0xEad66319fdba64E062d2cf0e554B0DEc364aE778,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2774241,0,14.99613585
0xa66390425De1f7cfBA1BA4fE12ce8d7D573674b3,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2768472,0,0.0
0xa66390425De1f7cfBA1BA4fE12ce8d7D573674b3,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2768462,0,1.93539445
0xC650Fdc12b2e9221eD1d6bC69c5E8B32B327E785,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2767465,0,-0.004739778670682426
0xC650Fdc12b2e9221eD1d6bC69c5E8B32B327E785,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2767461,0,72.49824991340539
0xC650Fdc12b2e9221eD1d6bC69c5E8B32B327E785,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2767404,0,72.5005583185839
0xC650Fdc12b2e9221eD1d6bC69c5E8B32B327E785,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2767395,0,3148.5675295167703
0xC650Fdc12b2e9221eD1d6bC69c5E8B32B327E785,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2767119,0,5148.05230951677
0xC650Fdc12b2e9221eD1d6bC69c5E8B32B327E785,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2767112,0,3148.5675295167703
0xC25d79fc4970479B88068Ce8891eD9bE5799210D,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2761614,0,5.0087093738999995
0xC25d79fc4970479B88068Ce8891eD9bE5799210D,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2761603,0,4.0089669839
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2761264,0,84434.01895573686
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2760623,0,84434.01508494795
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2759585,0,84434.01121415905
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2759029,0,84434.01082708016
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2757577,0,84434.01044000126
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2757346,0,84434.00656921236
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2756931,0,84434.00269842346
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2755753,0,84433.99882763455
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2755423,0,84433.99495684565
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2753951,0,84433.99456976676
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2752807,0,84356.57879176676
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2751450,0,84350.77260841677
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2751251,0,84350.77222133787
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2751159,0,84381.74046582
0x79072F96B6a5E8D69A66e0eAAEF49674eF0dD8d3,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2740837,0,-0.3515745600230744
0x79072F96B6a5E8D69A66e0eAAEF49674eF0dD8d3,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2740821,0,47.81453140007193
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2739945,0,84381.7400787411
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2739675,0,84381.7362079522
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2739436,0,84381.7323371633
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2737495,0,84381.72846637439
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2737128,0,84381.72459558549
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2736552,0,84381.7242085066
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2736510,0,84381.72033771769
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2736139,0,84381.3332588277
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2732923,0,84381.3293880388
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2732332,0,84381.3290009599
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2689149,0,84381.328613881
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2688518,0,84381.3247430921
0xF716cEa11605c49B859F9790d9ff8D40e5D12C56,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2688501,0,9.9946747
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2688490,0,84381.3208723032
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2688094,0,84367.7731111532
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2687439,0,84367.7692403643
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2674992,0,84336.8029291643
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2674265,0,84413.8316282743
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2670612,0,87518.83298594867
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2668644,0,87507.22061924866
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2659800,0,87507.22023216977
0x6B0E3F8db766AE513f6679a07Ce20Bcb1bAc266A,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2659781,0,-1.3996393448678646e-05
0x6B0E3F8db766AE513f6679a07Ce20Bcb1bAc266A,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2659752,0,99.974239
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2659743,0,95248.79822273133
0x0B5f6a4C654E08A7ad6bf3a1C31Aa4a135e7AE64,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2659131,0,0.00130466381895
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2657061,0,87507.22042273133
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2657039,0,87507.76233318623
0x9eDcbCe141c2A12199c53148126525280962A390,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2653884,0,-0.00040189644077998077
0x955f196b02B6Becc2e87523bc06ffC9b60c5707d,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2651189,0,-0.0014282067233915008
0xa68c3e90E6a613B4779aa72e8229e8B0c2e2EE1F,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2650894,0,0.0006298377057
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2650317,0,87507.22042274023
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2649160,0,87507.21964858244
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2644350,0,87507.16158674895
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2640936,0,87507.12287885994
0xE58ED128325A33afD08e90187dB0640619819413,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2638206,0,850.9467201295738
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2633772,0,87572.9392951953
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2632565,0,87572.55221630531
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2632550,0,87578.88482701613
0xFAa09F04720Ed5A240d4395ac94132CE539D00ea,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2632212,0,2.8192735398
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2629362,0,87572.55221637573
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2629356,0,87572.54501670838
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2629234,0,87572.53832024358
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2629222,0,87572.53832024703
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2629222,0,87572.92539913702
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2629215,0,87572.53115928757
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2629138,0,87572.52531439632
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2629117,0,87572.51815343686
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2629093,0,87572.51041185905
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2629081,0,87572.5032121917
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2629060,0,87572.49709634524
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2629009,0,87572.49117403822
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2628991,0,87572.48490336021
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2628528,0,87572.4782456033
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2628514,0,87572.47182009372
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2628410,0,87572.46570424725
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2628377,0,87572.45893036667
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2627035,0,87572.45153715987
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2626599,0,87572.37412138187
0x26572e91fcd0590D22a701067dC169c7477A4095,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2626180,0,2.4593662794
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2625269,0,87576.24713271047
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2625239,0,91021.24931273433
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2624904,0,87576.24719173434
0x9546F673eF71Ff666ae66d01Fd6E7C6Dae5a9995,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2621443,0,87440.76958023434
0x54f3b85C20Da16873A50Bb68870E6516E6DFAccc,0x6997BA833148cA964ab51E4dF889b4b2a4Fc0B0d,2621431,0,5.427185548888195
