buyer_address,buyer_shares,buyer_uint_term
0x64D4f8fC6E7Fc9e0E119B0D9B55D891b770e319F,100,7776000
0x69f47bb74b855Ada42237E82E65CD724764fabAa,200,126144000
0x0A05Da74b04800a8abeaA45dA6149d9d758839A5,200,126144000
0x8d23e64A54F6b40C0a607dFd41509225CD4fB2EF,800,34711200
0x8A2c60daB177AF3758729be300CC4f9909490B33,100,7776000
0x02921dA19cEFE31197711b54E8539a0920c20Cef,100,7776000
0x3db70C686D37b62AB6e3470ABb55A216B4C9be8A,101,7775999
0x69019657D1E882bEd578c3e46eB2fcFF2fa98b2F,100,7776000
0x2CB956F4403F5512cbF988EBfCb2A49DD3c0DE39,100,7776000
0x28a5d056558a3e7DA47E388b5991320F8b27de75,100,7776000
0x5888F119BD8ff4a4fBd8395EFebdd32A6603157e,100,7776000
0x5b356d59ea36eF660173970aa97f76213BA46260,200,126144000
0xB17b5f009d26F0F5B276547A98FBF011a5f5dA36,200,126144000
0x34a826Ee13F667c976914cA11DA105Ee9174CE94,100,7776000
0x6f76019451B4E379e89ef4421ac6DEA3e9ec89f2,100,7776000
0x7d02A8B409d1349B2000b67eBfCB6DAdac3F7e7b,323,5747871
0x3814e7d8B844053DdE854c9CF29af8d5E5bF1F16,100,7776000
0x3bc6E9D48A6201171aEEEe8AdF87DE47A92f3e71,700,5677713
0x759567C696a9B43A6CD066D37EC14a865a1367A1,204,126144000
0x6dA10463F51e105aC3D15A8C4f13E1F1032EFB99,100,7776000
0x66Eb29f3dEB1Bc73CF0ab4FAb1C456fF55E39fd8,100,7776000
0x03a8538562D922245E42D664d978A07F40977Ae8,956,4693072
0x01d2568fF09C114c82Fd18E4bc9757291cC06Fb2,212,126143999
0x0A3207c9846282f061C8DaCCD66865F252C1EB9E,150,86687999
0x173E698149E6Af3f606E956bD36015347aDD9bD2,99,7776000
0x72fb20aAc515e1963266EC033A4ef39eADA00B6E,200,126144000
0xD0cf22776C80c58f25C6DB2Be29d267a99246a5E,100,7776000
0x7c6269A54Ef007B13F281300b0c7791028a9c2A7,100,7776000
0xcc3bBc55D07daf757f063D3604401628b15F73f7,100,7776000
0xD3C58679D187163931246D34E8f741981EFE0D91,100,7776000
0x96a49cB8F552a2D93a56Fc2Ca738891E77572502,100,7776000
0xd36d6C7e44C0c4479DD7E48097Fa897E35c5Eddb,360,72230399
0x4fAEBc390408cC61F2ACf5280B0a37eeB577B0C8,100,7776000
0x1607fcD51664B307c12E6fc2FF56BCed18218c6C,100,7776000
0xB3c4Def73eB076FAfDd9eeF59Bd8dDeC7314775c,100,7776000
0xf0bd05D77bc94943390Eb7292a0Da9C2CcbBc83b,100,7776000
0x8Cc1226540EB7Da70BD230BB4bfaEeBd3Ff053cb,105,7775999
0xB5a2E48f3B6B61D1d59877C8046E7C2C59595e4E,107,7775998
0xfA96d3174897Bb4a41Ce8D78B2d5BB67A1918338,110,7776000
0x2b0C06BE831a935b66C95F3d99E6FDEBB2660dF3,382,23554174
0x8427eeE12190a56Fe4514c34329462FE0E09D79a,220,126144000
0xc4Afe4030e65d3f10AE20dafE822E206153156b5,234,126144000
0x2c32c32215C51fDC86e8f421923BDE962c684620,226,126144000
0x98083Cb396fc89004dA64549B0C4b64bC9C2c8AF,115,7776000
0xf8e7050be7180DbF0e65Aa36841D0da13Fdfd880,120,7776000
0xE43fCF1Ee4344f517efFBfa13A52ffB92e3A2c09,260,126144000
0x95859ed507ED13535de6Fe0551f7363D4CB878C3,750,44467197
0xE34b5d83bfd8068181b4A286c36254E10B07f417,123,7776000
0xabe73C0b2B972484EC91cdC513F32A3bD50ECaCc,512,105057336
0xaE69116E4AA49645f78C1Fc9f28F677aeDE0d153,250,126144000
0x06F9e5F8F5c170B9EEce58676D932BcC398F52e5,250,126144000
0x86Ae657b0b38429E8072523F459e572F777cA276,280,126144000
0x5490DFD4a564eC73Fa17DD2e94Bea1B362Ce434C,115,7776000
0x4f80Cc7c3c0af6b1Fb1Cc23106845Ba35E771460,252,126144000
0x75aB62D21fFdE67Feb2f8bD75A95bfE957cE4497,115,7776000
0xe0181a72c512dE97a75433aa67288685980FFb7E,230,126144000
0x9047089727E2e644cea28836efb5F3B3C95b5B36,125,7776000
0xcf2697b675726636E7bE70586df52b0cd56dF6A7,250,126144000
0xf1b30f282A4e5839286b3a2F67Aaa8f1abfd0f5d,344,5054649
0x4f9c88beB3261438687E468b7d531D37C4318632,250,126144000
0x7Dfc164F390A051F2483532d1756d80b76Ea4AA8,264,126144000
0x06e01E79a6bcD6b33605c5D2096A4c3A3E8C6C9f,148,7776000
0x55CA3e493bb8EE9eB8bf9741446A4D4016f2cde3,189,86687999
0xF59A1bFD31F77CC94a6d724e03086E42c3F3c8c2,135,7776000
0x3e763998E3c70B15347D68dC93a9CA021385675d,226,45255248
0x093481adbb26252ac4aDCDC56Fee8bC83b5DABef,1000,3711742
0x74B3c9888e54D2b500DAdA34402a3fb46E38a258,132,7776000
0x655d35A7444Ba8D6cbbAfccD28f12B8629D3C8cE,235,108514722
0x26ed28800c28b1c6912C350654A3E5D867cb620D,135,7775998
0xA2E00f8CE10737bBE18558dF0Aa8ca272f5b5ba2,145,7776000
0xD76CB7197AF9D26cf143cB6C9464820ACA826745,300,126144000
0x5277D52A5c001C6fCE4bd21F9daa05C91b30d2C2,194,6286711
0x082370c203b19508281eb57fBD8b104Cd9A28fbd,880,43800871
0x57c4b5ad7b770D21b63aa5878350f6Fa44463455,280,126144000
0x1ab8eAFA2b2d052F7675A040C6A10c2FDAbf6fA9,6457,7434786
0x46F8fbea35E9E2Ae619a93a0cF5269b59f551278,678,64293831
0x54d5247B1DB1effE8586464284144C40a7FD388B,200,66960000
0xc13b67Fd50EF39ED071A4592eD81df3D0e905536,405,5962664
0xF1Af030b6Dd40C88788b8B170aD817652594449A,308,126144000
0xDf16A184a46c604d1eb15aF70F8fEBAfa1dDCF07,300,126144000
0xD602015301F27aB83C86692aBA077f22014a3a1E,150,7776000
0xF44c56acBe78Dd7898123407368230d5c7fd6F2a,290,126143999
0x6d75Fc6c2D412Ad34DE62890A0f309ad8eFE41FF,144,7776000
0x3d6d0DD0eE23FCE3753ec2d585Fd87eA6556ac9d,222,5773231
0xac4Dd773B0E88CaA7E5d1fA75D3605ab1bd557a7,350,126144000
0x60F0E198C2157708A2188A19E4b86489d8549fe3,217,86869824
0x84d0F74d21a89F86b67e9a38d8559d0b4e10F12d,1000,3468093
0xeE241687C6496BaC374126FDC4DEdDCc3611ddef,149,7776000
0x008aC56bdD1231C72f93958e98c45c323A530819,150,7776000
0xb1d4792f43098535Da6B589AfDd762DF94490C66,500,77621760
0x99CFE46a7CB63e225d7670579F1f80cE4140e49b,150,7775998
0x14eA43A1d391339Dd3aD9FF373258E447B3Ea2F8,158,7474145
0xC7d55Cb2AE0066E4BDE697D2c486835566Ff5CD2,300,126144000
0xbC16d9213fb7466f5566a62E38f7843246043E04,200,43286400
0x9b86449941d2f226A2211553f722C76c06d99bbb,882,46537272
0xBAC215659437eA772AAeA14320287C22Cc0096a1,665,18787127
0xB36AeF608904e9a7db8828F8eA893Bdb6E6C53d7,200,7776000
0xF1376fe0e1b83eb4Df6D9f5fc210bb60716f3F98,360,126144000
0x2E25362700cf06EAAf4845c34789F67ea1B78D56,1392,4121065
0x82a42405484f433dd4cB76C2e1bE9a37EBA666D9,176,7742127
0xe56EA9bD7580Eda668D165B9426031D5287144B2,180,7776000
0x45A005BeC6Ca9f438c6556dc11051744abF9af24,1090,50968865
0x7C33b2AbA57dC50C1B7021A414D814738770DC22,813,68969941
0x2D4cDbB646029A6D0eA7939a27421FaF35aac221,167,7775999
0x43E47A90990B0357c5988fF416E77C253F618274,200,7776000
0x2de5399D2A74b87bf2f735Ae6C3fA9bb3619d43B,592,72484345
0x467Bf9F3ba1421213460390e34F66A48aDFb0aD2,170,7776000
0x35919A67F5Bd4242D49B82890f8977F803D9f3Dd,227,59920492
0xaC3d674E13736C32249dfbaF64C3316B13A92DDd,175,7775999
0x7958de6Db085851B0DAfC2b443aB151845118816,400,126144000
0xd8CFfD57e8f1c435Aa9a1C8FAB3978F6cA26CBA6,190,7776000
0xC9C17B24A3E97783c018EE20259502341ce09732,200,7776000
0x446aF2028ebc2A727562B6007A942c098A3945e9,420,113055632
0xe4074b6E107915750521860ff0874F8d5c0f52D7,200,7776000
0x1AB83e5B42222Fa81fCCAEef8e3A844132ED07dD,360,126144000
0x053a37E1daF001528C7c9f0A23b50De105613a73,415,6411294
0x96050C6a1C62B7C759a6FD4d945c64136eD9d511,195,7776000
0x46F098d2ABb36E4d56D9825b1fe5B3b3F6454CE0,400,126144000
0x4FA618AF94bFD5CB8e4A62561B1201A7395F692a,200,7776000
0x54aEb6D0206916F810Ce26Ddf7D9206BEaf32241,200,7776000
0x2965639412dabFF28CF3e2Cd5E05C14Bf34005a1,300,94579199
0x34960C4096c0d2D8b95Ff75F60077dc8eccEE620,400,126143999
0xFC4Ad499Cfb7C6A9e730723aB25f8E8E87f683f7,234,7776000
0xe0C0a67871cC836c6958acC09CD4a2488Efa1Cd8,400,126144000
0x19b299a8878Df209e274233a709673376cf4052e,4495,46128863
0x795A1622517dFe1B478C74D68Bc17f7e347720bF,190,7776000
0x22A976524aEEd631aeb68473Ec4937D2b2295112,300,86687999
0x3cB40181ba187cE92ff54700767FaFd9E537FCa7,505,96117860
0xB0A8214D1b11f0F3d5175390F7aa6c13a84569b0,190,7775999
0xacaF9619d7f9a3B881310C57f7bc3B2E4D0B6bB5,200,7776000
0x03DA4aF92CdFe051f70897ad41bb80a24f08eb7E,327,104787080
0x7E028136AaF176B8E338581C0e62857d8b7f5ef4,245,7776000
0xC61Fe3b8f347CB3567b0bb69E69bB7D231ea8C7C,400,126144000
0xe071B2107F42Fd40D6FA4B951bf4253cC8146dE9,200,7776000
0xFB565b2FEfBF63ef61d7D7Bb4916FF8c75AA48a1,200,7776000
0x6DaC5F7bEB9e4F31D5b992290F54f1eCa1bf4549,300,86687999
0xd17df77E701fA098835a34dCC79ff6da0b07a3e0,490,126144000
0x0815EDf1b6B10b8cED00A5E58634EC563197Fa12,200,7776000
0x955EcC1a2cA06Dc29d37Be3713dF3329c92e96Cb,200,7776000
0x7F59f02D43cD2460bB8ca8d8537D76d94A95CcBc,608,13403367
0xfEC0d333b0d6B91A4C5599C82e13EcC198E23EDb,500,126144000
0x02608D35121Db289427f6fD4Fa53E93b5caE0BDF,450,6143999
0x0B40EBe75cDC9F581C4AEEc7a774B68Ba04b1b56,300,86687999
0xB0eB8B4003fDD74f3c7994fBE5fCE95aD10e3BCC,200,7776000
0x8F2c46cE880C288Bbf0926123814496a9842a591,200,7776000
0x9c8d3a033d2B522514eae3bf7097D4CE438Fa246,400,126144000
0x00EBE3F364A55e415419A5b01bdaEcAA70F01f31,580,104603585
0x9f23615A8F4DC11Bc7056F695eC4A8142c5cd551,648,83036798
0x7472c48649D797e06022f28F4a8f58cB1C001b27,400,126144000
0xB246e883B098B1e20dfB9Eb510e256a7b8A32A12,440,126144000
0xaA692B9A88456f5F75eFc9a4B7B74394219Ae43f,220,7776000
0x45914394E2fF8322228a5e7b6577545E12299bdD,260,7776000
0xEACAA7D9A5ec8c171d8250a95CFD4614Ce779C24,500,22032000
0x251940AC86500eBf7Ba4068b914279d687CB0987,450,126144000
0x6D231f4B6FE4FEFd4A584ba149C08bCA946b1B2a,238,7776000
0x8476628f0BB288822c01F718f4ad79991848c92d,2222,30413496
0xE14a13b8eB93B6569a748EA57A1A97025fc82BE9,687,85521285
0xef168D57E079cD6Cf0878d8E0C2Db247a4Da310a,237,7776000
0x7191BCceed9860A719e4B8ef622d420C10486B85,558,37607375
0x06850a5c42D8F51c5B10aA573A9569B75e1666a7,247,7776000
0x72CB37155a8B58C442FC9D6EE81318A28f0E5d77,280,7776000
0xc216eb36ca25B3937680aF7375B7aa17e705def1,225,7775999
0xB22d6EaFf29D135d6e3ffC3EB389729df7D2cF11,1035,63678051
0x91Bf93e274e5e15a31cf748cae0Ad5d457dCD5f2,500,126144000
0x1A1e852f970a231d32271C88162e222A09C1650A,504,126144000
0x0FAb40a6e43eE85Dda2052642330f75c6d86f7a0,874,72682368
0xBA6C7666E9a26609Bd385A7B91b4178Ba6148Ee3,492,126144000
0x1BC081d683D7b7BAfd9F7E96BA667b8810373fB4,500,126144000
0x92331550E4ea64485de3773832b4f45e3EfF3D2b,250,7776000
0x9065431A087d8c0293279118435847159fDb2370,500,126144000
0x40f79E0a75762505F87200226577dD50d1B4BB24,478,126144000
0x3228bC24472e2C90c18AE48c788BcEf64859BfBD,245,7775999
0x13579715CDEea6e1E95A5443D83021c503e66FbD,516,126144000
0x39d9568A7b2c9C3020Fbd19f9d2Fb52aa65806C5,243,7776000
0x2d6041608B45Db9CdA3E3A1b832823bcD8C02BCB,250,7776000
0x9b25235ee2e5564F50810E03eA5F91976A8EE6fA,1600,50327999
0x8a8255865024d334695a3E09653A452c99F75BaB,245,7776000
0x4A3132c8f76090ABBA124A351c7b8C1C38F17085,246,7776000
0xC5240D991B241C222f38a599da988F4f3CD78E55,500,6307200
0x9b81EA563816F990013551D6ec602E0169Bc9058,255,7775999
0x8D869f609beD9516596D8563E26d4870f5f1AaFB,2664,34445637
0x56f2C4CB8518d0a4Ec749593dF574f7597A36140,1862,44708982
0x5D3D86D89177EdCEe19a2415A9C13DE3D6Fa33b1,632,126143999
0xFB97fAe6c8DC8098eDd56247F477f79318254C44,278,7776000
0x6EaB4FeFf315eB598A919C5CB92bb4b67Edd7d12,3008,3795190
0xD2b19fdA48871E4fE48eA66663902c224b74CDa3,555,126143998
0x70083A816329942E7E962829aFF470b3015FF545,303,7775999
0x8E7b4Fd21723b8f80de32fA6cf03387Fb1203aa5,299,7776000
0x604b034da608C682b12a577392A7f3d3f8C9176d,600,126144000
0xE611194a2B49466353a3c51d19cee2Cb314Ea979,393,6549908
0x2151943f25dC5B62d18E88E810a2Fc7f990043c2,2497,3589214
0x52EC352D9932F9ceD5021690ABb3e61B033aB529,282,7775999
0x92eA5536B1dE385175D67BB6024A98e48EDB8aae,285,7776000
0x6c45F8283FC5ce5e9BB1Dfe4BecF4f9E9adAaC75,550,115383271
0xDaE8cE9C04Af31C353ED4324149811eab297EFf5,300,7776000
0xac0537fDB3591444094004791182A0E5fa3669f0,5400,37455834
0xc57FC8fe4c6291FEb42c8506B09491515EB5971E,321,7775999
0x945a69A6f77bA28E97a4d12B7A9EaB8811313848,600,126144000
0xE84a290bF2Af16be81eE79C855bDea10F07C3A6D,363,24080130
0xAb99C070540CE0aa4C7B978584A6edFcA5af37CE,396,36471271
0xaA2D91Bb050c99237D51a33958F1efdc1caBB52B,384,35839118
0xffEC26C4Ff03bBAf5119B797595F7e73062Cbd98,967,80032398
0x59911364FeBC2d11B76D64c87fdB163940b9563a,300,7775999
0xBB959f3e8Dae3D06BFCbD4EDd25845a7de571216,306,7784470
0xFC5a548eF9Ad186aF95375e3B0fBC8Ee6d5Ea469,300,7776000
0x09B619AfaFB8A6f69AfEe546145dC219b38a6A9E,526,6670210
0x9f434A0F482B781f169b5C0b8BA40d26F2Ee5D2b,348,41789792
0xb7542735BcaD39f7294F981Ed0adfE887CA18225,1608,51282804
0xb9ef85Fb70E233D574479fBF02eAfbC72EFD1e6E,292,7776000
0x78a7cfb24afC39682b05789711031126d751c953,644,126144000
0xD81eCe64CEFBAaf02584d6E09924e1c57EAC64B3,333,20217076
0x5ff9E0445Eb49f16c9d83DdB5d2E7886112508CF,600,126144000
0x32d4b40e0603256aacda8BF9d887506C4a3E0031,600,126144000
0x3750628D09A790D18B8Cc854A22205adEFdA03D9,600,126144000
0xe670f0369D0a7bc7eA89D06BcD7174df4BE7EB16,355,7776000
0x4413A906a012F06bD0ABDa5eeC45F7D67b449284,324,7776000
0x742d9cF9F8998318282362F3330E2735fFa60Db1,697,117652750
0xd05B01070C4341137F4d1731bd4821336Bf65F03,10000,10419767
0xd73329E8BBe79fF75F408e71966e0E79E74dD250,306,7776000
0x7ae299A8358B00316e7541ED89c7C608893D9D8A,589,102028277
0x44bD6FD314dd5AaE5100f7A9932575207fbc3bd2,446,5603600
0x66246BD777B2d8470c84b5a05cc682cE06972651,350,7775999
0x3623e100724b9da0a891A39372A9CA434945C64B,1000,12076127
0x1AfD3A258b1A9B397A24A239bb70444b478deeDb,350,7776000
0x837DeD5FCf1b1B653b7B88A62d4fe8399AA72bfF,705,126144000
0x9AB8B1eFfb50ee4d80cFE66C30910Aa4867d6060,320,7776000
0x413c45864DF2368DB1427e2F34d8BDffFb0913dc,324,7776000
0x941b6117f7059C484D66E8f24ED38cB40A1667Cd,325,7776000
0x075a3D49c637252B83C3B0a2B1869B1935b23183,318,7776000
0xB1561cacdFF8d0077e1FB4C011a93267916A9A65,792,126143999
0xB23b8b5ec1815b9Dc27909c10AB54bB49fC8bc8D,906,93849853
0xc24ddC9C78a354F8E5D4b7C45BF6E8b2eE6aC40c,770,110390025
0x9c2ABE8C4d6A2005Ab5D578AdDaA41f9C60A48cf,360,7776000
0x57f43958a85243E533CF030e642F2Fe0D60483C7,340,7776000
0x3cA99a967825891e2Ae4F5F05367AD7fA83f22a9,1288,74463918
0x7E639A0879eF119fD6a392CE78A029e88699F07c,772,126144000
0x23e817b3982Ba0E033daB4fA1B47088418ad6B2a,1650,24883199
0x2d143E65efE05EBeFa16e8119085F9394E865DAb,800,126144000
0xc06830694A5C22278CE214cBa0dF198486A68D91,1011,106398907
0x396ab8d5f50464939218AD967A5A2FBBb94f4b70,1045,93708033
0x70bD0C8042db5E9BAbf481EfF8c8F1b286c96fcC,400,7776000
0xC3e9704B5fF6319De2c1b6acaA1039B96a22888B,411,7775999
0x0832D81A732648508C4599414E514c28ff0a0aC1,385,7775999
0x97fbfBF00B93A10fefa52475D30D33a8eb367E3a,390,7776000
0x61031B24bCefc7D1C46e5e28e58b80179E56caED,1688,103134057
0xCE44007A0A90Dc201ED420f5b072Abf34Bd2Da51,769,5205570
0xD1993291Ba29Bb13E8ADd77B5B4e4af0586C9b1A,500,7775999
0xeCeFB0C5Be936FBB1659EA47546BD67F3dCACa04,1315,66626552
0x0bd48892671650cD5377368Ebdf9a19b09837F08,500,7776000
0xd376F87249f959555efD518129e29D4D792D4847,1000,4199039
0x07f3Ff063f09D05B6653226bD6434c78Cffb17F3,890,126144000
0xCA7684f986D8770190c9003C2322d1e1BcB7649c,1002,126143997
0xffF8C710f0e572997dBD9ccabf6AeA6CF13EfC96,1000,126144000
0x6BcdE208395225Aa5824Ff46296842109664d98f,884,126144000
0xB7f711d6451043Fa0Db64DB17e01C0B0272d3766,1076,71248681
0xA5A1F2fE535A22350860BDDb75C63D38fB1a0518,1000,126144000
0xB5ecC7C8FB021495110529E78c0319BbF4Ef745f,2000,56146431
0xCA5f20116387b52ca837fC02D7ABcdd21e9fd96e,1000,126144000
0x83678FBcbCF8AF5a083027097098faE2734edFD4,426,7776000
0xECa5e3CE0774372e71cE9b3675CB07c6677C2d52,8068,1834657
0x8a87448948625e7eA7822BfF2C740C5CF9723d4c,620,65050838
0x41a6ac7f4e4DBfFEB934f95F1Db58B68C76Dc4dF,1234,9330988
0xf2De055987E95a0854aD3A8F4FC42cAc275e2d1C,979,126144000
0xE0f7A13E3B038EC45D2b2b6Abf999fA20EA2355D,1000,126144000
0xbec2027DD208e21E8D25821506562aA658c0eBd0,1050,74715427
0x14c018c62A171CEC8082a1A94164A14820e6Af42,1115,125082403
0xAe78beE2bb202f823b3323e521DAec939f8d7832,1244,121725098
0x6266431213542Bb43beB87d59565d710bdf15c38,500,7776000
0x1F2C87b25830C710a56B2aA7035342d99BC1cBbA,1844,8623973
0xC147015D3298FfA4139205072F7C7400fe4c073b,3485,41629792
0x0706c008257d3574ED38e496587074814750b6c3,2002,18934200
0xEE1d9ae5bfAEd69436b53618B936e2eC994E4b09,938,126144000
0x0133682790E6779aB5E69CCF2aA9D40b3c893015,700,75414856
0x7a49983815a5f0499e590698c44ADfE766e6812f,600,7776000
0x596888345c9e3c6F7d0F4E5d8590941E2CAb52e8,500,7776000
0xf3324d1C84F9183f025eC78e863F62f3E6dc1f97,600,47231999
0x3e6F946eC358DadF27F86992A72E0BD281e04704,750,86687999
0x4936f33b7B060c7336fD0e4c61316EA248DA6827,1229,6603517
0xC50eED2291BF90c62220dBB77d7f848be15c9F9A,1000,6307200
0x8129d1c86BA95957B80ee34738d24a513000ad97,500,7776000
0x0e907f6c2f80Fb347084C31fC28aA222b865B9E1,540,7647999
0x413e5D1EC9227E1E426AcFA74FE06094b9A69156,504,7776000
0x15D5735F6894b8Ec7a808Cd40d050f64915B92C5,500,7775999
0xf02b93505EE2c2B87859636B55565bedc443456D,1355,109565400
0x11D3ECe4FBf6881De43A001Aa17b10322E2684f4,549,7775999
0x4815BD360ca6725B418A861422558c1597481c53,635,7775999
0xa3f9169BA2e9Baa25E6e73568fc4F02aAEa41B67,568,7776000
0xD54d23200E2bf7cB7A7d6792a55DA1377A697799,1200,126144000
0x68bDd638EcaA7565E1393A4Ea580006FcD87f3b2,600,7775999
0x5843b7a9837F1fDBAD1C4f4C8A3EC4D3737eda3e,542,7776000
0x081223c2cEa1d7288f42276CC519346019b3C479,751,22581922
0x6A86B33bAb9231dB713345bFc9643135D832e0dc,1180,126144000
0x211c1bA2148e843D10790A1D041632cBECfE3fa3,1000,7936789
0xCbbd18d3aC27ab0FFfD04BCCd091B2802c92e0ca,600,7776000
0x920bCba669734D63db9899e968959e99ADcFE850,1200,126144000
0x237E1CCb114C2C404ae770236c7420Bf051829b4,6950,28207421
0xedFF0452a76e278Ba7594D17264a30c26b56712c,1100,51584883
0x77FE051EC66db6C444386918600116b047B664E5,615,7776000
0x8eEae0AC706b3978b14702879427FE1A23cE3174,620,7776000
0x912F6DA88E370b8fA4cC73B832924D7207B863Ab,654,7775999
0xCe819468be3784c2ed880e8aD36b68621ED9440f,721,7776000
0x253D44506e160FA49803057FE3A65d482A318690,589,7776000
0xe751970824f3BCbf97E611e351C1136776be1cE9,594,7776000
0x9b7fA79317a864C54B0BdF852a932613F8540F3f,1332,126144000
0x182f403ac47d29B423bb1A84F39962d2B6d2ed9c,593,7776000
0xB5dE1695E92AD0A49CCc0F9230235d3F860C4E50,594,7776000
0xF075969D04AB5d10727fE066631c06BA22becC7B,594,7776000
0x1C3283871Ab8dF8Dde77436eff8cE5D4fD88EfC8,1066,104824434
0x1f2Dafef7DCD1D8E8641cA6E3283052d0E23f7AA,1200,7163999
0xc697A324e104e41db68F376e56022Ff3C72a9173,600,7776000
0xe5AC0B4832d027FEB1E91DeEba5A79C7c2c83900,621,7776000
0xD473781816837C7cd2FADC34E66F09786D2E2694,1316,126144000
0x91960c1CC552525AD5BbbA85F10C8651863A5E62,720,24215999
0x01445326F7023b6c69EEB0ECcBBaC6797aF3E76c,1601,112112769
0xce59FD95ea744b1D2AB1175650E3b2f17760e484,935,7270351
0x7E6FF442692d9e662521ea0b8FcCCE0F19F6aba5,1965,5584998
0x65cd9979bEecad572A6081FB3EC9fa47Fca2427a,1400,126144000
0x64C174D4D18be87555Bc56ddCD8b71912a4C1811,1574,111872079
0x13dF4729F8BBc76d05F81C6f1bCacC1B62C4993C,1324,7221316
0x57E3840e831e82b69Ad9BDF104B82aC979713F04,714,7776000
0x04BabDF0BB25B7f651398E02677e85d99289112F,753,7776000
0xdCCbFaaB304E73f1775FF8EF791220C8F94E274F,900,60383999
0x8a4011C09417A536694378a71b15bB2690ECF9b7,1725,126144000
0x84Bbac66A2f6E84a274d2246dBD0e8E708B2f259,2085,101585720
0xf626e9A2FDDbf55b0b1A87C56128A7ba6723A85a,2230,72463251
0x1f92b5affD12981Ef0FA7Ba22a802379Fd36929E,3777,6609356
0x7f0736D78bd9683D586E7af57e4f1d4672678F66,750,7776000
0x3D51b84eEC25471A281a90fC4c6e33B925964978,5044,49405739
0xA7C0E474A9F3207Db3F7ED86C994E2C8F144dbb1,1590,116466111
0xBDA243B093404f89a744e44Efa35f06D098EFA2D,2500,5035530
0x0eaCA1BdC1DDB3595Ed5347Eb8D69ABf64CD8B90,1728,126144000
0x5ce98a20F809A29121E8073faEA6deC5f2957346,1000,7776000
0xA9Fc99944624140c57563019335b8Add5923df5D,1000,7776000
0xd5FA57fD1b51f2C190756D6ac75667dc1c0fA532,1000,7776000
0x872E0106811e38A8e8d43Fbdd403392C8211B852,2000,126144000
0xCFBA49Ae97a4d1982647523fb217864c6F332F68,882,7775999
0xF0b080F40b276f5fcfa28763fAbCAf20C68ceeeF,2730,94700412
0x4F023131a6f8F0F92Cb74BcEb3Ad973380C6980e,1900,119759494
0x7Cfed2A2d4a98680daC6aA55120f5AF2EC562EbD,900,7776000
0x683028Fc63477B8A702CFE7475865952d3E8ac09,2142,105553209
0x62058F928E0b8af1279670437d7dFD9E55e34560,10000,34922513
0xfF67A7B7c3039aCB7b5133Dd89b65491fef96331,2019,7296113
0x7a8E0C1Fea45D4DF4AA9B3abB5D7D1fC11683d2c,950,7775999
0x4c7eabe657187D2c8C5f7e2bb453478f72fd00c9,974,7776000
0x811001539F80e79a106dC309CeFcc23Bc59A8571,1290,66868240
0x01C81C0E0cfd968A96CF08E3dC32f395A9dC075f,932,7776000
0x9864a0A7Bc6A5848F48D0A21235F82eeDD85453e,1800,126144000
0x0c999f497985f6b045CD75Aef773f324546faA61,1000,7776000
0x12e994A05311B41d994b1Cc7D937bA679a75a107,1000,7776000
0x18Ec0bB55CEB0D54f3600f8bdEc7D5Cf5b495595,2000,126144000
0x65Ff30419Af66c57750ac11Bb8Bdb970078E1029,2000,126144000
0xe4ACae24D3C19F0a086E7b9aDEc13732de8A4Faf,2041,7775999
0x525B41C72c4Ea3Af9fbD47AC8E9f1ac87364908A,8200,34074154
0x4bb86AD2bA714dC35594bcCD5d571D5DDDB4ef9C,920,7776000
0xA7A7E108a88E137fF754306A9501e65c980A65E6,2991,24062326
0x9321Cc3af75afbb8D05aBbaC1BE64Fdb37DA42dc,2000,126144000
0x11c83C89C5042b74a10C24531FA49b3733D02C38,1000,7776000
0xC173Ff601b33B48A048E9fa641497B1889ce6680,1010,7776000
0xF725cC2b6ec42Fc500F85E82a4BA6289F65354fb,2013,7990603
0x955883fA51d4D91946FaF574946D78Da5DadDF22,1251,6713297
0xD7aA97fB443aCdc38622056B963a5e8893F18c1f,1000,7776000
0x865bA724B68891f1DDf8A19De522856a8219fbbC,2100,126144000
0x74B4B8C7cb9A594a6440965f982deF10BB9570b9,1999,126144000
0xDc80a6E8aA91889D481f529A36cD9897E8Daf4CD,2415,105091914
0x3d54DbEE5C5d0215246199e177F629e607CEb7d5,1000,7776000
0xd581d17453997652C7c3A6C61ccE5b115522b33d,2000,126144000
0x6496e0f4f7886829EE18a2CeCa35aA0dBB559716,2000,126144000
0x0BB5Eb7229cE9b65b2eb2743F8BfFaC4456b3661,1000,7776000
0x51d18E5F6FA6534bB2fbAaf90FD6f3336327fd16,2000,126144000
0x0a85f4bbBb08253B862D7a3B440f19e844Ee3846,1000,7776000
0x08e504415a4480D28E02040151C3Fb1d9D653fEd,2306,126144000
0x5Cdb526e3024e5D4dE0212C8e02D92e504F63c4c,13200,33083784
0x5D839396809Ad81a09d3f1a55ea6027D4e366D13,2110,126144000
0x144Db4E3D28Aca86Ca6cD7AD6fA3CdabD3200Ff1,1100,7775997
0xb5B1A0c74c335cB3Dc548f870f0b7c260b209e2C,3046,84790507
0x423D9E79CF8C1a88F2E54583c50CF3453A1C7373,1900,63950547
0xc88b926a00Ee23b87b98b7C390F5192e588A1e42,2114,126144000
0x387b2f4bd572A84c732642cd3B64282E05CCf5A3,2222,126144000
0x9902C6A422a08F189282582A105a7B12124380b7,1080,7776000
