wallet_address,chain,grain_remaining,cdx_allocation
0xF1527Cb2D748f38A324f273Bf499cE25Ff400304,ARB,51.91,3.993237164
0xa582c011842e4aa4d3e3578128dd9851c5846A5C,ARB,52.19,4.014525609
0x0090417DA94b48aC423Dc979c610c10a01842E34,OP,52.38,4.029139833
0x6b0125F1356C12fc4CEe7e941E03A7bD5B4c8100,ARB,52.80,4.061718464
0x76274304E878458F59b4e31805e3C054aD30ed30,FTM,26.79,4.121383566
0x015Cdff2E472F657E8c34B4e88fc60f16f7610ad,FTM,53.74,4.13348323
0xFd63Bf84471Bc55DD9A83fdFA293CCBD27e1F4C8,FTM,53.88,4.144343375
0x631f82fB2A62496d28780A821f47786b05e2278A,FTM,54.96,4.227600277
0x6D84aa109c0b8CBb7723C0cC0AC291824Fb27912,ARB,55.15,4.242226222
0xF2455A4c6fcC6F41f59222F4244AFdDC85ff1Ed7,ARB,55.68,4.283054091
0x51f884aB949BBF579f0CE646c42ec8d87aA22b77,BNB,56.25,4.326887458
0xcD07799e9E01C02c3b569Cd42f3729713639081C,FTM,56.48,4.344885513
0x4bB17F45b9A00451383166782c9cD6075Ad5eeb3,MATIC,57.89,4.453225509
0x7eEF3c343B0fB9C08793ddE903eCCE4B45DD0596,BNB,58.26,4.481422594
0xD04ffBb33f89d60C08BA9a6918292fdA4d2C122d,ARB,58.58,4.506229795
0xD511Af7e71a290aaef9e9D4Bc1E168e2293fA2c4,OP,58.72,4.516925856
0x867855Dc3Ad5cE36B0E637e8b82059f90971903c,FTM,59.26,4.558690442
0x0E9B063789909565CEdA1Fba162474405A151E66,OP,59.50,4.577143492
0xd7128C6b3067757E75657541d9A9dddDd38f69E1,MATIC,59.76,4.597167955
0xef6409f55fA3cc7DbE02DC7EA508f8875ed2290e,FTM,59.83,4.601943497
0xAEA2119432b4401F106379cDAab0F728Ab7EFD17,FTM,30.06,4.623908925
0xaD86AF1624144f08748b420601dEe265072bad98,BNB,60.29,4.637800877
0xF90f56AFa1DaE825Db57fc305B2F8F1Ccf337531,MATIC,60.78,4.675453677
0x6dFa43D6329218B6bc4598Cab654e232C10C2B9b,FTM,30.43,4.681906768
0x93e5DE52d6bC3b3F85F4df5E03ca6060ae8D045e,FTM,30.50,4.692509587
0x477887A3B0e730A0c4B7ccf55aB086001ec4d633,ARB,61.53,4.732921567
0xE4EC38c04a0D88Ed20815FC5C0708a3028533070,OP,61.69,4.745031268
0x8554600829b7E5909586F94585A5A55640745553,FTM,62.58,4.813505355
0x10061123876CEeA12642342AfE829444b7E0d48a,ARB,62.64,4.818640619
0x2D94Dc4D69DB8eCDA720406C118702c0719b4345,FTM,63.53,4.886607129
0x77A37c30F67E9a321cad4Cc4a10F7fa19081c35a,FTM,31.93,4.91189874
0xa375a6A1d448777b1Eff62914f3964890456c1f5,FTM,32.36,4.978405347
0x6a23676e0388474CB6948D5423A08E68ad54CBf0,FTM,32.48,4.997526456
0x983BB5984EC6A8D680533EE8e25851A118B53030,FTM,65.10,5.007929533
0x503A623911095e2c506CE900B90Ae3E1097a24E6,FTM,32.74,5.036584242
0xA14d5E3cb21EdaB70B9813AA3382C779A4Ae9e2C,OP,65.67,5.051373718
0xF72CcFF19AD94A6eCb096ddf8c35C7fF6faB7C28,OP,65.77,5.059179391
