wallet_address,remaining_vest,term,grain_owed,pending_grain,grain_claimed,grain_to_claim,weight,chain
0xA63Bca4aa47e42498889AB5185336FEa54835C7E,26150.76146,20,30765.60171,1538.280086,4614.840257,26150.76146,2.625E+21,BNB
0xAca403AB9Ede93757737d4a909046f6d4b1FC2DD,0,4,97885.65605,0,97885.65605,0,8.35186E+21,BNB
0x88467da43Cc45FfF4465fcEF7c06D2DF073CaDC8,1455.659619,0,1455.659619,1455.659619,0,1455.659619,1.24201E+20,BNB
0xDD3fdaAb94072fe4bE2e86f61979393429053E44,0,0,0,0,0,0,0,BNB
0x6c34B59083165285081C8405f1FDAd58c59BdB40,0,0,95.94336217,0,95.94336217,0,8.18613E+18,BNB
0x3dbf5b0fDfCBF01C3E741F69D5Ed48AF6ACB8F7D,0,0,2788.773667,0,2788.773667,0,2.37945E+20,BNB
0xb7a85941f0B8bA6840176B6046aD601AE5f7Ae38,0,0,5830.966341,0,5830.966341,0,4.97513E+20,BNB
0xe027880CEB8114F2e367211dF977899d00e66138,78.34914307,20,92.17546243,4.608773122,13.82631936,78.34914307,7.86465E+18,BNB
0xF73dB6FAdD067E7A201f267F9C0f77CD669DC1cB,0,0,4672.465417,0,4672.465417,0,3.98667E+20,BNB
0x4029F1D79827883871B263dB102fc225e13A2A7A,6970.638005,20,7337.513689,1100.627053,366.8756845,6970.638005,6.26055E+20,BNB
0x7af44CC0611a5231179E691Cc285da888E044ab2,4937.848215,20,5809.233194,290.4616597,871.384979,4937.848215,4.95659E+20,BNB
0x500d86bad9496b64381D881E873cCF07861baa8D,42812.0589,10,47568.95433,14270.6863,4756.895433,42812.0589,4.05871E+21,BNB
0xCE2349E00041905665f4cED6c39554f64fAB99c3,13417.15202,2,13417.15202,13417.15202,0,13417.15202,1.14479E+21,BNB
0x99AFc0F1D580f5BaCCfE9d4F864a1f34aAf192Ed,0,1,12.21371256,0,12.21371256,0,1.04211E+18,BNB
0x3A5569C4d5Ba36A601e1607829B4EA98b44d0d71,0,1,1229.394507,0,1229.394507,0,1.04895E+20,BNB
0xecd01ce2eb33fc1B4588a9f61Ce62B5012569104,26439.744,20,31105.58118,1555.279059,4665.837177,26439.744,2.65401E+21,BNB
0x2f819E09ff7545b9c1C6Ab348ae7b74817Ca092A,0.387833591,0,0.387833591,0.387833591,0,0.387833591,3.3091E+16,BNB
0xA455325d665c43FcB549cF1E97A89BA9D5A22cAd,0,0,5602.815515,0,5602.815515,0,4.78047E+20,BNB
0x33D3C029FD119ebb90df20c3427a97074637Bf7c,11.6980063,0,11.6980063,11.6980063,0,11.6980063,9.98104E+17,BNB
0xEA9192c839293b3F798cfE03d7DFE3FfeB10783E,1379.435236,20,1532.705818,153.2705818,153.2705818,1379.435236,1.30774E+20,BNB
0x728aad5445E7a1727b67B5b30Aa153f5851ae274,0,0,30708.86487,0,30708.86487,0,2.62016E+21,BNB
0xDaAb06A2611095939d61300030701908Af24590b,89.34305082,20,89.34305082,17.86861016,0,89.34305082,7.62298E+18,BNB
0xC7EAb24958DB0211dF42e73f4D1162106960E093,0,1,12349.42048,0,12349.42048,0,1.05368E+21,BNB
0x99DeE42Daa80dB4BFBa4C66B9303804B1643e932,0.313516132,20,0.313516132,0.062703226,0,0.313516132,2.675E+16,BNB
0x5ca642d0138f8fa36f4ec6311190825392246AdA,1384.512281,8,2215.21965,276.9024563,830.7073688,1384.512281,1.89008E+20,BNB
0x17736063f4C89d746Fd7BF5719A8EfE74Cccb7B9,0,2,817.9005868,0,817.9005868,0,6.97854E+19,BNB
0x10f24FBC2a4ADDF445adf143Beb5E4236319f50B,0,2,1302.247692,0,1302.247692,0,1.11111E+20,BNB
0xac4Dd773B0E88CaA7E5d1fA75D3605ab1bd557a7,0.081012568,20,0.081012568,0.016202514,0,0.081012568,6.9122E+15,BNB
0x40CC929cE6d885cc08fe289ec2b073D28C3583Eb,0,0,2907.237953,0,2907.237953,0,2.48053E+20,BNB
0x3ED469584F5998997a3FaC11E79579Fb597BE835,513.5262865,10,513.5262865,205.4105146,0,513.5262865,4.38154E+19,BNB
0x2FEf6742D30C81c518d7742D5c7Ae6723f64a79C,51439.4716,20,64299.3395,0,12859.8679,51439.4716,5.48618E+21,BNB
0x8Ea3985F053500d4526Ff36ecB5E6E589C4C5342,0,0,2449.548656,0,2449.548656,0,2.09002E+20,BNB
0xf138664C5Ff5b21121DEE9EFfd685c809DA3DC94,0,2,2734.720152,0,2734.720152,0,2.33333E+20,BNB
0x89A50C9F4DbaC2aE81bE76763Da28A8F96FF4fb0,0,2,3680.169002,0,3680.169002,0,3.14001E+20,BNB
0x857A0666D445403110f424aFEAEe95f5B4569f16,0,0,11658.9754,0,11658.9754,0,9.94774E+20,BNB
0x2272b6749F5Fed8b43df1F8eD62919abb445aD2E,0,0,1105.639659,0,1105.639659,0,9.4336E+19,BNB
0xd1F4cF428835a775916Dd767e11553b5649EAF87,0,0,663.0336389,0,663.0336389,0,5.65717E+19,BNB
0x89Cff61026f6743b8d25ae9B253582083136B1C4,0,0,1845.936103,0,1845.936103,0,1.575E+20,BNB
0x9e97282C2f4345Aa2EbF6809016cEe0a98d0484A,0,0,1161.190964,0,1161.190964,0,9.90758E+19,BNB
0x89eD845caC6e1e86586e2008Dc5025d3ec1ec23c,8471.908949,4,8471.908949,8471.908949,0,8471.908949,7.22845E+20,BNB
0xA58Db6eb6D41206fA4d530e9Fb235015bABDf55C,19.37122092,0,19.37122092,19.37122092,0,19.37122092,1.6528E+18,BNB
0x339cC7EE5dD728dc158E74709A8384334B999FCd,0,0,0,0,0,0,0,BNB
0x606B28b5E884FEDf1e4bF95E91bf23BB2B1858b4,6781.802747,10,6781.802747,2712.721099,0,6781.802747,5.78641E+20,BNB
0x00D59dCd98e49000598CfB2462066070744BA34E,2610.107867,20,3070.715138,153.5357569,460.6072707,2610.107867,2.62001E+20,BNB
0xf98950A725C3c9ea42f00B524B63404586b421DF,972.4614911,8,972.4614911,486.2307456,0,972.4614911,8.29729E+19,BNB
0x8f54bFfdcEe546f13b4B5eAA600d9c7461Bb4C40,0,0,638.4885758,0,638.4885758,0,5.44775E+19,BNB
