tx_hash,from_address,to_address,timestamp,token_address,token_symbol,token_amount,block_number,day
0xfbc2cbbca4c2a19f6e0bd7b8c9423018f178a09861d124301f197dbba8b71a95,0x48Fb55eD1Fb62ED26274fb805f6444bEa97c1F28,0x9DD07fF57C0e9cA6D2009911bEE273106fe0DAf7,1680023256.0,0xDeadDeAddeAddEAddeadDEaDDEAdDeaDDeAD0000,METIS,4.2,5190033.0,
0x7b6f285ea057e7846bf72ea7e8359efd3971336c68185f3306bd8599d974d45d,0x6aef48eA854Bc0e805232ceCbab2fab592037c19,0x9DD07fF57C0e9cA6D2009911bEE273106fe0DAf7,1680023616.0,0xDeadDeAddeAddEAddeadDEaDDEAdDeaDDeAD0000,METIS,4.2,5190057.0,
0x24746c5659a0bf5c5d3810441bff0e5d7489cc41f849f9bd05d060aaef47906c,0x92CB8A7AF7133303A00CcA4a70b0E544a8435bd4,0x9DD07fF57C0e9cA6D2009911bEE273106fe0DAf7,1680049476.0,0xDeadDeAddeAddEAddeadDEaDDEAdDeaDDeAD0000,METIS,1.0,5192435.0,
0x8e74fab0aed22e0e4f13bb1eab007126aa68514e29cb857258134483b3a6a71e,0xB62F642d489f0ED524Dce84B35ED91021321FBbE,0x9DD07fF57C0e9cA6D2009911bEE273106fe0DAf7,1680054216.0,0xDeadDeAddeAddEAddeadDEaDDEAdDeaDDeAD0000,METIS,0.001,5192677.0,
0x4be0c1a838c4033ad2635786c877c91fc66e564a5b0b60762489e480b5917201,0x7fA13526C6b6513D2599c4B6083ba4efe97950B8,0x9DD07fF57C0e9cA6D2009911bEE273106fe0DAf7,1680063366.0,0xDeadDeAddeAddEAddeadDEaDDEAdDeaDDeAD0000,METIS,0.11,5193264.0,
0x0a23daabd319d05547f1b3cc5b188c9d4d923b23ddcec3c996235fc06604c204,0xCB6586874cc04B01Cc4fDB777dE502cEa7b3D6c1,0x9DD07fF57C0e9cA6D2009911bEE273106fe0DAf7,1680069666.0,0xDeadDeAddeAddEAddeadDEaDDEAdDeaDDeAD0000,METIS,2.0,5193662.0,
0x3fc80d99a31a133f4ef9a721bdbb293559bf3268e9d9a97b7cc1be39da7a630b,0x3E38Ef489af0E780fB1A18dB36B47EFCb6A859B5,0x9DD07fF57C0e9cA6D2009911bEE273106fe0DAf7,1680083466.0,0xDeadDeAddeAddEAddeadDEaDDEAdDeaDDeAD0000,METIS,2.0,5194834.0,
0x69f0fa236ae69f58aca77dff8f0a6baaf9772063301fedba654b5321f1b5e672,0x3E38Ef489af0E780fB1A18dB36B47EFCb6A859B5,0x9DD07fF57C0e9cA6D2009911bEE273106fe0DAf7,1680108992.0,0xDeadDeAddeAddEAddeadDEaDDEAdDeaDDeAD0000,METIS,5.0,5196791.0,
0xf5629c26d060ecd3e2d2a3612ed5851f92053ff3040cbb2b59f33cbed346a39c,0xE53f8Cc868dC2e0fb1Da5BD1b5E6404600A6DE22,0x9DD07fF57C0e9cA6D2009911bEE273106fe0DAf7,1680136566.0,0xDeadDeAddeAddEAddeadDEaDDEAdDeaDDeAD0000,METIS,3.0,5198969.0,
0x5f220c4be67dd03701f3d8fb93b29a9b2db0cc01d5f5bc4f5e41d21ee8c34e8f,0x4Ab3D7F4c46E511Ca09eeCDAC483e43ED96bd7Aa,0x9DD07fF57C0e9cA6D2009911bEE273106fe0DAf7,1680139986.0,0xDeadDeAddeAddEAddeadDEaDDEAdDeaDDeAD0000,METIS,0.25,5199205.0,
