tx_hash,trove_owner,collateral_redeemed,number_of_collateral_tokens,debt,operation,timestamp,block_number
0xd8075f008fc25336931f568e594bc5a59ae14e4614f35528838429b08162054f,0x9aCf8D0315094d33Aa6875B673EB126483C3A2c0,0xcDA86A272531e8640cD7F1a92c01839911B90bb0,1839249513369243058,2517500000000000000000,2,1710675528,61272608
0x437bcac410b6f9603665f7b5041240dd41566a27ff3be5968b044fa515194731,0xE4F94b8262e7962270507D74C84a60a509896f7B,0xcDA86A272531e8640cD7F1a92c01839911B90bb0,49794986770340990857,15335348972630760703019,2,1710660838,61265263
0x60d803cb53d389a5471e8d4bd396e77f05b3d9c37fea10faf4e2f0801aa9f3c1,0xcE29cEc7552ab3c9Cf5264Ed96081c2804C3ef07,0xcDA86A272531e8640cD7F1a92c01839911B90bb0,0,0,1,1710643940,61256814
0xb6b98ac81fe9ce54b22075cf0e01bfdc843581f6fc6c4290a01032646b0b25d7,0x2Bf3712ba246AAa2D6A8e132E7c054672fc0B17B,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,0,0,1,1710609472,61239580
0xafb5933be9dff9a13051bff7a910f1dca8efee3e42601a1b1ac46683a849e195,0xe0e67FE9E2C8dcBAF91ef04a9A39211bcEdd3c7F,0xcDA86A272531e8640cD7F1a92c01839911B90bb0,25000000000000000,57522934849914057782,0,1710607248,61238468
0x9cc4a77d127aacb2934950d273fe64799cf28b49fb1dc63a8ef2b1b4f2af5bd1,0x4936f33b7B060c7336fD0e4c61316EA248DA6827,0x78c1b0C915c4FAA5FffA6CAbf0219DA63d7f4cb8,2000054227952661244914,677299954873391766225,2,1710567678,61218683
0x16f96d9a853035ca3f8bfeb28f9b917a606d387f5c5cc7c14f0594625dc5e3af,0x4936f33b7B060c7336fD0e4c61316EA248DA6827,0xcDA86A272531e8640cD7F1a92c01839911B90bb0,0,0,1,1710543444,61206566
0x1594de01ffe816e37121bc63a0571cfe3e890b26ce592fd3c759d4cd5d2cdfdb,0x231D04d32DdC9573b775B1738B51F8108639017c,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,0,0,1,1710446904,61115772
0x69a50348944a93547a4e4ef89524c535210da0080363b6315055b2389f8a3d13,0x8560293F8D0583118Cc1386133d307ACE5aCC8B6,0xcDA86A272531e8640cD7F1a92c01839911B90bb0,0,0,1,1710445772,61113369
0x3be1cbc297c18f2dc01dc09b2002af632d9e8875ce13681b1febac4c3bcc2b81,0x848ac158D4aF8A753227AD4e955a6eA3b0CbF480,0xcDA86A272531e8640cD7F1a92c01839911B90bb0,2049808865698312584,2547774862366360907500,0,1710406112,61028128
0x7e28b6d7b7a41d6041c090dcaff479391cc7c22e762734580732c28695a80011,0x2Bf3712ba246AAa2D6A8e132E7c054672fc0B17B,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,2859428832322164498,8140954642608860501500,2,1710397837,61012108
0xa7c0001379393146b7df5a8ff068ecbd0f779518b778af6c966069a2d94c95f8,0x5Be66f4095f89BD18aBE4aE9d2acD5021EC433Bc,0x78c1b0C915c4FAA5FffA6CAbf0219DA63d7f4cb8,1400000000000033288095,551344973924704233350,2,1710382445,60988446
0x53e3938a3ffbb391276ec259db066914fd7cde21d789029b15b7b8aea76a0b42,0x16ef04260Ca959C75bd8d4247874517c9cF74d12,0xcDA86A272531e8640cD7F1a92c01839911B90bb0,3816901297289034900,7737248864393476203693,2,1710364813,60938264
0x32a750185ce01c05192a17425678a65014b7eee13b59a2216404606d81e2104d,0x231D04d32DdC9573b775B1738B51F8108639017c,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,396372521086510650,436553482281270444939,2,1710357262,60919017
0x8720d21cdc5d0d473c9a38cbee168db8973b7309b02e4e054dbf5629a721b015,0x72e0c1613fA025219F140ff7de144affa4a2207B,0xcDA86A272531e8640cD7F1a92c01839911B90bb0,547299110050029935,1327286053297551259100,2,1710348379,60901241
0x866a4ab6d7b4f9f12ec10d7fe3654995e78d835fd3db5fa5f2baa302afdd6bd2,0x2Bf3712ba246AAa2D6A8e132E7c054672fc0B17B,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,2859428832322164498,7633804513131966810000,2,1710338915,60882838
0x83762e31d19da0f551f72f6268e35d88e9a1bfe79b4c68c4fa2c2971ea693f62,0x24A7e2F78c3AC4181996e415f7dBea1A71994952,0x201EBa5CC46D216Ce6DC03F6a759e8E766e956aE,0,0,1,1710330437,60868424
0xac8547ab31f6439c20d5f6a4e5f586e4385f07c8b43f1669482cecb4dd91cb94,0x9b3780D3e439650A16C78Cba5F9B82b483eeAa81,0xcDA86A272531e8640cD7F1a92c01839911B90bb0,9000000000000000000,9555000000000000000000,2,1710327661,60864290
0x880190d6f3abec9f28776b5ed9fd8e33f54f20afdfcc26d98afb957703250fe9,0x0B57F8b5588Feda9172C3AA69de51e4237C8e84a,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,0,0,1,1710318645,60851906
0x5d7fb95eee39a0f2b326c1791d29b27446108fe1057a5266ba8ba93a514823aa,0x24A7e2F78c3AC4181996e415f7dBea1A71994952,0x201EBa5CC46D216Ce6DC03F6a759e8E766e956aE,1265000000,117500000000000000000,2,1710315800,60846402
0x873575dc72ee30173a414d9c7bfa26233df87bdf0fbf256c4c5b5b0e9e8cb4b4,0x5897eABd827d38A5A8042051b9210bF6802e89D6,0xcDA86A272531e8640cD7F1a92c01839911B90bb0,134975839348826425,299730771540549272355,2,1710298027,60815839
0xf81543ce76eb6fb5dd870e57a9bde776b49f9fc87eb98f48866997b0630a93df,0x16ef04260Ca959C75bd8d4247874517c9cF74d12,0xcDA86A272531e8640cD7F1a92c01839911B90bb0,3835261719939618752,9483666217488313022099,2,1710279056,60763425
0x18b8fae8b2b53785bba8d154254ae6b8cb22904c563318d22b30d6507197d362,0xd5C8873293db1dbf886d7fc39EDC3b527548Eb31,0x78c1b0C915c4FAA5FffA6CAbf0219DA63d7f4cb8,1403567102810714402496,740981942678181320576,0,1710275572,60752435
0xbd7972ab49618e1b40c6be5c6903fd41ec7e3cbe40f8c4c6e2e14aaa192fb7c3,0x31DDDf4E2ac81403FA9b993CfBE4CA535a1656b5,0xcDA86A272531e8640cD7F1a92c01839911B90bb0,0,0,1,1710273474,60747308
0xfd760b725cc4a64e06609c300d1c0bd1721a179e321d5aaddd6f4757f979d061,0x16ef04260Ca959C75bd8d4247874517c9cF74d12,0xcDA86A272531e8640cD7F1a92c01839911B90bb0,3831092318210967027,9967221015965840486051,2,1710261516,60720903
0xc29e82c41e2e008caa955ea26f7341301ff94ed5c29bccf2375958b6daa16107,0xA5b5B85f0C5209998Be7aa72e17f0Ae289bc71bA,0x09Bc4E0D864854c6aFB6eB9A9cdF58aC190D0dF9,0,0,1,1710251689,60702636
0xba9aa9e96a9f4abe29772566fb2c8122316deb3be7dca772e86de2a40046cd14,0x97D37E8B619cF4C6145da456766CA4FA157292D3,0xcDA86A272531e8640cD7F1a92c01839911B90bb0,1917555480160227761,3154567934537704131575,2,1710240909,60681119
0x099d594cd7f13d640ce6791fa18a581d761168c0ca93658c302ea1d383e6a759,0x16ef04260Ca959C75bd8d4247874517c9cF74d12,0x09Bc4E0D864854c6aFB6eB9A9cdF58aC190D0dF9,0,0,1,1710236440,60672294
0x4714264d9aaf171c8d3c2cd637f92ca73a0d1a9c6b80259e3cf028b46ad7ef01,0x2Bf3712ba246AAa2D6A8e132E7c054672fc0B17B,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,2663428832322164498,7633804513131966810000,2,1710221596,60645958
0x121de37a20f647a5cbac382e17c85ecf8c78537edac91061efaa0c750951e764,0xC347Bc1c1d6d57Be8d2478b41684Ed18E60DBC58,0x09Bc4E0D864854c6aFB6eB9A9cdF58aC190D0dF9,1571503725,1092533058353608502196,2,1710197302,60597153
0xdc306af09bc20cdd3b5a639f6950e63740c37e1ce1851082a0d09b31d924cfe8,0x16ef04260Ca959C75bd8d4247874517c9cF74d12,0x09Bc4E0D864854c6aFB6eB9A9cdF58aC190D0dF9,15000000000,12972500000000000000000,2,1710192083,60576967
0x0ef1aca0afd821f4f89053882041f4543672c97317483aa986a2da5daa335a81,0x3818878704e19e3801bE830fDD9B993d8F31aa3D,0x78c1b0C915c4FAA5FffA6CAbf0219DA63d7f4cb8,950000000000000000000,708500000000000000000,0,1710164908,60521402
0xc7e0b50168464859bb160c9f621e7eac2aa4bd4f8639d09794317649b15bff2a,0x2Bf3712ba246AAa2D6A8e132E7c054672fc0B17B,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,2663428832322164498,7130450000000000000000,2,1710149433,60493672
0x4831909bcb4996e4c792c3db041f27a32949ee4be4128263f027e98dd884d6ac,0x2Bf3712ba246AAa2D6A8e132E7c054672fc0B17B,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,2294540956821176071,7130450000000000000000,2,1710149334,60493342
0xb851d60a2c743f330f167109f2e61c30eb4bd0925aa906f2aeddfca4c7181c08,0xeb5A154d8C99024A12f358C04aaF778150a1B8F7,0x78c1b0C915c4FAA5FffA6CAbf0219DA63d7f4cb8,2000000000000000000000,860250000000000000000,2,1710134679,60463825
0xee2e9c2ad3ae24bde3cebe7abc60724a3f0ba2017a8ea32222bd174986e896d3,0x24A7e2F78c3AC4181996e415f7dBea1A71994952,0x201EBa5CC46D216Ce6DC03F6a759e8E766e956aE,3276548692,2517500000000000000000,0,1710123523,60443980
0x9039f9473557879f5c84bf92a3deaa395761997ebcc1e58e44b2292f01f86cf4,0x8f11902D6ddd254a1034Ac2ff64a42D00A8226b0,0xcDA86A272531e8640cD7F1a92c01839911B90bb0,200220442565638075,457250000000000000000,0,1710117731,60433621
0x1c2248a32343af90fdacfc10b7a2eccc0b3cdcc9f7302ae96d0f23cface5ff8a,0x290d54222c1a188ad9533Da06bEEEbe71286382a,0xcDA86A272531e8640cD7F1a92c01839911B90bb0,450596739507071085,1010000000000000000000,0,1710111811,60413738
0x1e8143f06ac54433fd869d44b9ff26a84899b2539e9aa758684c79a320851edc,0xFe5000A4E2cD553Fc8cE9133de0ce80C6Ffc4FC8,0x09Bc4E0D864854c6aFB6eB9A9cdF58aC190D0dF9,0,0,1,1710109808,60404814
0x2c75c3094742689f778df2bd4e411f5f118b771dca9ab970ad026eebe24a54b2,0xC347Bc1c1d6d57Be8d2478b41684Ed18E60DBC58,0x09Bc4E0D864854c6aFB6eB9A9cdF58aC190D0dF9,2371503725,1992533058353608502196,2,1710107776,60396886
0x50377e43b31bbd714170731a7b6c44e70f953ef28b72eb9cb35161756a4ea187,0x7658f261257B99b83527a353e252544B122817Eb,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,1100605781647401501,3422000000000000000000,2,1710099620,60373530
0x06cb049955d1df077d0d54cee2d12db11951ad2e47eb842e2e118fa518114248,0x8b71451681500a49D1e82E617a13898dfae91e7B,0xcDA86A272531e8640cD7F1a92c01839911B90bb0,2948344501603223784,4271225000000000000000,2,1710096531,60365990
0x2e8b11c29093e017e73ec3b6e8a05ea0dde806b7141f674e559d9306f25e4fe3,0x95567Ffd50b93604C9B52B67Ed843Db6ba28EE0F,0x09Bc4E0D864854c6aFB6eB9A9cdF58aC190D0dF9,200000000,70000000000000000000,2,1710089375,60351665
0x115501372e75192be2ffdcdbb876775ab0d1afee5b5db748f2e82c3c062cdb09,0x8d893429b077455f0dB9bc005536f441785eEeb2,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,0,0,1,1710084513,60341534
0x6437c35e21a050fcac0a9282bde914b8573447b8b9bb94997dda1ed9a0e818b5,0x632Ae5b27d1df3E7d7d3FF4b96179683729afDe4,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,0,0,1,1710064156,60300393
0xdcc142401287910a79e8f62bf6900318e8070dab7e617a13d8030c57d946a352,0xAb9CDE6B97fc31278fE1E496bcC96C157692C17F,0x09Bc4E0D864854c6aFB6eB9A9cdF58aC190D0dF9,0,0,1,1710057480,60287873
0x0fc44053079991ed1e30b2fc85cb8384675125316dc95b1ec0abbc4a115f23cb,0x74497E85Aa99d7f148568a06148b567977E9d129,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,750000000000000000,1015000000000000000000,2,1710038488,60253631
0x384def9b9716e7fc584cdb3813294fdb01e470f69a2f6c9baf7da3be51157a46,0x9aCf8D0315094d33Aa6875B673EB126483C3A2c0,0xcDA86A272531e8640cD7F1a92c01839911B90bb0,1521649382369243058,2517500000000000000000,0,1710031067,60242015
0xeeba3e5802dddb1e9810eb91ada7ca1f9fe85a5429e58e289d2426d5554a29df,0xF482F1fCC386F0B62E4933c44cd4Bfd89585Add3,0x78c1b0C915c4FAA5FffA6CAbf0219DA63d7f4cb8,1000000000000000000000,350720000000000000000,2,1710027143,60229554
0x76e39dfc62d7582da1e475651902727a0a972313d30feb94e5b72c2441c375b5,0x8b71451681500a49D1e82E617a13898dfae91e7B,0xcDA86A272531e8640cD7F1a92c01839911B90bb0,1483245735058657357,2160725000000000000000,0,1710025042,60219084
0x21cbf73b0c1aa839aa98c8ba9b00bb78f52a07a9bd503895fd33a9acd84b3ee0,0xeb5A154d8C99024A12f358C04aaF778150a1B8F7,0xcDA86A272531e8640cD7F1a92c01839911B90bb0,1000000000000000000,2770000000000000000000,2,1710019088,60195196
0xf8891a29edf5d2f758f1bddeeb261963c46981c15454f56126d902ac91c64186,0xFaa41900848b7f68F4859676432811E6fC46a15c,0xcDA86A272531e8640cD7F1a92c01839911B90bb0,500025373680159619,1010000000000000000000,0,1710012960,60176428
0xbb6a73c24c795e2aad097d8b2ed78948115c3a1d57acae7679541bbe78a10301,0xB118FD9852ec6762ed38799CB43F0Ad1f0d29a2e,0xcDA86A272531e8640cD7F1a92c01839911B90bb0,12248099889089501613,15024725000000000000000,2,1710008646,60163057
0x52f3b81bbbde26012b72c31d1d56e44576d22c7dec0c157a472a7e838d4f797a,0x9b3780D3e439650A16C78Cba5F9B82b483eeAa81,0xcDA86A272531e8640cD7F1a92c01839911B90bb0,150000000000000000,206000000000000000000,2,1710006331,60158186
0xb03dea88907715733ba85d831d1efa7e07e7c5be4fef9a125dc3298ccf322c63,0xEEcafff217eAa6928c0cFD89be0613c518cc928E,0x201EBa5CC46D216Ce6DC03F6a759e8E766e956aE,2626305534,1182162419146626725015,2,1710001330,60148930
0xe2ea404db21eae0dbb8f8c8446c4145653d4bd5c5060d603a3f7989893e6ded3,0xF93A5F0A4925EeC32cD585641c88a498523f383C,0xcDA86A272531e8640cD7F1a92c01839911B90bb0,1000000000000000000,1512500000000000000000,0,1709995745,60138344
0x796761b0ec308278f881bc6988917bb5b7f13d28c8aaa33133e112b5df7adf86,0x7Cb552152e2b28F9f6911c51B69B0d8D1FADafe1,0x09Bc4E0D864854c6aFB6eB9A9cdF58aC190D0dF9,0,0,1,1709990346,60128026
0xbfa0f12c68ed8414a632c64268f9d920f5077be8b21537ac6b47205330ef6e41,0x2Bf3712ba246AAa2D6A8e132E7c054672fc0B17B,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,2176140273753604607,5120450000000000000000,2,1709985761,60117344
0x02af3e26de0e0bede539074d1a4633264a499016fcdb0d933a1958f43695ca5e,0xEEcafff217eAa6928c0cFD89be0613c518cc928E,0xcDA86A272531e8640cD7F1a92c01839911B90bb0,685392308154836083,2015000000000000000000,2,1709981702,60108340
0x4fb2b956fd3779ab21899708e3232654bae907e3f6c032cfcd76ccbf0623073f,0xEEcafff217eAa6928c0cFD89be0613c518cc928E,0x201EBa5CC46D216Ce6DC03F6a759e8E766e956aE,4226305534,3570764112186336425038,2,1709976358,60096604
0xf96972aff4b6ff03f9511788e2e46126656dffd123858af85587dc87a5c102a7,0x5760f4126aE24e1E0FA650069Eb24bD64e7E3677,0x78c1b0C915c4FAA5FffA6CAbf0219DA63d7f4cb8,2550000000000000000000,1412000000000000000000,2,1709950204,60050732
0x63397c021962be4032f65c8179a29b2fbe9747c2a5e9e0d9a658877181e1229c,0x7Cb552152e2b28F9f6911c51B69B0d8D1FADafe1,0x09Bc4E0D864854c6aFB6eB9A9cdF58aC190D0dF9,308523722,206000000000000000000,0,1709942871,60041178
0x51a024f2db4867042c428c47bb9c0402d7ad87137fb8c67c7174cc8e1027baa1,0xAb9CDE6B97fc31278fE1E496bcC96C157692C17F,0x09Bc4E0D864854c6aFB6eB9A9cdF58aC190D0dF9,105000000,85400000000000000000,2,1709929370,59995257
0x0a0aa98fff63d7a1b7217bd3df3ed7dc1561256c5b4cec2f68a0c54f87de76d0,0xF21D82c520B3598cdafcb7Df697c69f30cAe051b,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,0,0,1,1709910240,59958462
0x5c0e9d56ca4fc244a71a395806ccc546b9994ff4a22fa7e7eee82a5e6932354e,0x2Bf3712ba246AAa2D6A8e132E7c054672fc0B17B,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,2023846277814576403,5120450000000000000000,2,1709888394,59911182
0x15004347e70f4e6cac75ca2fdee47094b53b2e8bde63f12557e075e6a839f728,0x1D378a62412B1BD6116d0DB7DfE5d83410387898,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,22392767139032209117,66556000000000000000000,2,1709883779,59903173
0xff2b1b25a3960dfc5634ee46d67fd76b9d81390495350712e5a3ecb91d33e525,0x2Bf3712ba246AAa2D6A8e132E7c054672fc0B17B,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,2023846277814576403,4617950000000000000000,2,1709881238,59898395
0x95d387034d088a64fe63d5fd5aacaadd335823d6b9c539c93e9fac6cbd754757,0xBa06CD08589f7aE5827d72026107c5B903A088Ce,0x78c1b0C915c4FAA5FffA6CAbf0219DA63d7f4cb8,2683393667607945608234,1002965000000000000000,2,1709861522,59866555
0x6e2d2753a6afe13178d42cb42e20bafb625243d4a691d7f87eda0d7654cb9e1f,0x868CBfd33ec93B451c510125E4D9f1AB1E42fcD2,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,20000000000000000,55250000000000000000,0,1709854728,59852437
0xc128bb1a58e71c7df8db129236a074bb11783e0be3a41995ce373e16e8e939f4,0x2Bf3712ba246AAa2D6A8e132E7c054672fc0B17B,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,2023846277814576403,4507400000000000000000,2,1709844766,59811976
0x5572afb28531402d22396655e9d258c7e5358cb196532f9857f7ab46036687f9,0x2Bf3712ba246AAa2D6A8e132E7c054672fc0B17B,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,1973550566827317889,4306400000000000000000,2,1709833664,59785354
0x9b166176c5f7728a7b51c49968748443aeeac4f12e4461081f7d6d7b08e02fad,0x95567Ffd50b93604C9B52B67Ed843Db6ba28EE0F,0x09Bc4E0D864854c6aFB6eB9A9cdF58aC190D0dF9,1000000000,507500000000000000000,0,1709827355,59774133
0x5e298410000bb672165f69f3ea81b5f14ee98b4faf30259f74eae3c63a35a365,0x2Bf3712ba246AAa2D6A8e132E7c054672fc0B17B,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,1921571075836944575,4105400000000000000000,2,1709814592,59749585
0x38604e69175488034feb866d8963b418ceade8960b7806cfc4d8215e4bba2c91,0x91f4e48384F775B819C77C4901Db6CA6e2E92B80,0x09Bc4E0D864854c6aFB6eB9A9cdF58aC190D0dF9,0,0,1,1709804084,59729267
0x0a4bb5fc412309c163115e8c05458bc2d3b122401c9b83741cbbd825a57ca95b,0xB573f01f2901c0dB3E14Ec80C6E12e4868DEC864,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,24745949317948971646,51260000000000000000000,2,1709794308,59712212
0x85a24d97277827d3ffcae6d1b6c87e8367853952179e2b9ef4dcf5bb974e52bf,0x97D37E8B619cF4C6145da456766CA4FA157292D3,0x78c1b0C915c4FAA5FffA6CAbf0219DA63d7f4cb8,4078709255823912504442,2150209565063786491997,2,1709792451,59709394
0x3078e695c5978de7ab2e733d23e378e2b47c2f37513c8714c1b29285d9751872,0x5Be66f4095f89BD18aBE4aE9d2acD5021EC433Bc,0x78c1b0C915c4FAA5FffA6CAbf0219DA63d7f4cb8,1376459123997033288095,500500000000000000000,2,1709779351,59690741
0x1da4ad32f45081b15aee2bf055eaa0b8d5ddb7da3727ea254fe90a78faabf053,0xB573f01f2901c0dB3E14Ec80C6E12e4868DEC864,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,17967417317948970721,41210000000000000000000,2,1709769259,59676624
0x7137c694dced88125628e350359ee24060d6974cc61a2c6e169d8ccf4094926a,0xB573f01f2901c0dB3E14Ec80C6E12e4868DEC864,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,2997417317948969341,8045000000000000000000,2,1709763499,59649906
0xfe52f0bbb051403cfe8dad987f47fcb19d0daaa75efcd1011dfec355790e6a8b,0x728E9EBcB91a354b112a1Ecf7Fd9eA8F1806bc5c,0x201EBa5CC46D216Ce6DC03F6a759e8E766e956aE,4084828041,3834050000000000000000,2,1709760403,59640929
0x88f6e6264452cc2c8f63b7563114203372dacdc3d8e0766eebad8550d1227262,0x2Bf3712ba246AAa2D6A8e132E7c054672fc0B17B,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,1895277302264570771,4004900000000000000000,2,1709748609,59617758
0x65a49832a2cd4d6e80b64fa1b3dbac87080c2ec2887cffa3da9c763a31bc5d2c,0x2Bf3712ba246AAa2D6A8e132E7c054672fc0B17B,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,1705369511192919548,3271250000000000000000,2,1709733212,59591501
0x8311512f6c613de15be94cbcc7dc8bab965baa233fdf2f286e0cd385f360c6b5,0xe5D3284584942b3d2d65057F109ebccED35C9799,0x78c1b0C915c4FAA5FffA6CAbf0219DA63d7f4cb8,1185906036294464145225,624357770117143039923,2,1709713086,59551665
0xf082aa4b320a272887cc7d7f90861a9f036a020c25bb8bc7b7128816f67675d4,0xf70BB530bFcAe94423D7768e9f00E8555c6e1280,0x201EBa5CC46D216Ce6DC03F6a759e8E766e956aE,1029409157,800960000000000000000,2,1709709012,59544016
0xac036c88969c16a12cb449f57bb006aeba383056b05c115b5244cdc7f68a596e,0x231D04d32DdC9573b775B1738B51F8108639017c,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,396372521086510650,673325000000000000000,2,1709704671,59536608
0x8e87ad4bbc5563935d4fd359f3c239114a6054c67195045c2873b6e3460b345f,0x97D37E8B619cF4C6145da456766CA4FA157292D3,0x78c1b0C915c4FAA5FffA6CAbf0219DA63d7f4cb8,3956206642068326923472,2150209565063786491997,2,1709680134,59483842
0x1426092c6511318cf082a16efb98802f7baf05754ecde7e178d31c808f8b576a,0x329CfE850FF4CF637aa2353ef2D3672156E54d6C,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,1684378861783158274,3184046286394236989610,2,1709674772,59459493
0x7621c5eefe819ced805c9aab835fd74478138471729e15fc1d4ca78953854a0b,0xe5D3284584942b3d2d65057F109ebccED35C9799,0x78c1b0C915c4FAA5FffA6CAbf0219DA63d7f4cb8,1185906036294464145225,473607770117143039923,2,1709641819,59394946
0xaffb87015987d223f9d46979dd2958c6761b24cf585b41a05ce0b7a4c9ccfa93,0xe5D3284584942b3d2d65057F109ebccED35C9799,0x78c1b0C915c4FAA5FffA6CAbf0219DA63d7f4cb8,1185906036294464145225,608000000000000000000,0,1709641505,59394206
0x2fc2ea59b12633b60e0d5acbfd176a37b916b4e1f08d38a39cbb46444560481f,0x1D378a62412B1BD6116d0DB7DfE5d83410387898,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,22392767139032209117,62516000000000000000000,2,1709635259,59382795
0x7a517c154d511a62fd1c84a1bc6b88fcc479ee7f7d29bf6bd987813d23eab423,0x4f6dbDD215D8612B8e41a1950A3CB10e1624BA70,0x09Bc4E0D864854c6aFB6eB9A9cdF58aC190D0dF9,3877249401,2619250000000000000000,2,1709604870,59334282
0x3903ca93397752a65a88a78fe7a089d2c53c075f8356b902d51914c106eea06d,0x687bD49516Dc9a066e9c43f3AF8bB439317D31c0,0xcDA86A272531e8640cD7F1a92c01839911B90bb0,24584404787726236,55250000000000000000,0,1709596473,59324491
0xec4d392da4e398f14a5ff089e1b0896690b7b1ad3fb82485060809714604a3f0,0xecd01ce2eb33fc1B4588a9f61Ce62B5012569104,0x78c1b0C915c4FAA5FffA6CAbf0219DA63d7f4cb8,1707066392084008992895,929600000000000000000,2,1709591782,59302212
0x20de92da028f8c1458db07895452562bb1765c51433e8ee39a0a032730a8f531,0x97D37E8B619cF4C6145da456766CA4FA157292D3,0x78c1b0C915c4FAA5FffA6CAbf0219DA63d7f4cb8,3894313227345682890493,2150209565063786491997,2,1709584187,59277874
0x42ada9ab64ae14363ce9d681afaac62d97eda7670d119d5c22a081b5165ab972,0xA5b5B85f0C5209998Be7aa72e17f0Ae289bc71bA,0x09Bc4E0D864854c6aFB6eB9A9cdF58aC190D0dF9,11678774825,9552500000000000000000,2,1709568117,59248893
0x3c96091c0f1fdd31182531ed210e79f2cabf1300bd6b3f789b3b780fb617338d,0x5A98dBcEeCa053b7845Fc4dD79124F66908AdE50,0x09Bc4E0D864854c6aFB6eB9A9cdF58aC190D0dF9,0,0,1,1709548709,59213776
0x28643d7c4abeda537389ddec1933f28bb80313f4fd1c5b69c6bf482825a6b119,0xFe5000A4E2cD553Fc8cE9133de0ce80C6Ffc4FC8,0x09Bc4E0D864854c6aFB6eB9A9cdF58aC190D0dF9,5801927945,5432000000000000000000,0,1709512205,59162456
0xca0945a1f9d86b58d99f48fcade1f167fbc3f6f407449e004a1d6079b73f5b35,0x231D04d32DdC9573b775B1738B51F8108639017c,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,303186129104261611,522575000000000000000,2,1709500296,59120479
0x88cce0c09fcc0680b005ece2f8cb2263878f00587223af2701ac8bff22bdff27,0x97D37E8B619cF4C6145da456766CA4FA157292D3,0x78c1b0C915c4FAA5FffA6CAbf0219DA63d7f4cb8,3837995175671689574786,2150209565063786491997,2,1709468131,59060605
0x4b7769cd6656eea2682292d506be885645313735bf8ee5a19fd910f5342417cc,0x329CfE850FF4CF637aa2353ef2D3672156E54d6C,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,11684378861783158274,20205570350000000000000,2,1709452826,59032289
0xdb9663f453b6ccd422bf2c09a35256dbce8dd2543ecd43a682c3c84111245da6,0x4936f33b7B060c7336fD0e4c61316EA248DA6827,0x78c1b0C915c4FAA5FffA6CAbf0219DA63d7f4cb8,1375908223156227741011,525665000000000000000,2,1709426393,58987561
0x2126c148ac9e49110a437a2cdd122eaf8f10517cab46c14bb9ba4f9e7386b039,0x3c5Aac016EF2F178e8699D6208796A2D67557fe2,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,6048675572456150833,5207885000000000000000,2,1709401317,58915955
0x2eab55dc6681315a53581564938907298583444fc38725f0adcc18ff80828694,0x31DDDf4E2ac81403FA9b993CfBE4CA535a1656b5,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,305000000000000000,437150000000000000000,2,1709391009,58896135
0xded62d30a6c31c3251819428fddfe43372905d9f29b8d42660e9d47ae331e093,0x3c5Aac016EF2F178e8699D6208796A2D67557fe2,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,2538948233584770695,3197885000000000000000,2,1709311505,58726606
0x3ea61c063794b12eb41da6271434b33e42afbe377a706368daae32f0d8e74a61,0x329CfE850FF4CF637aa2353ef2D3672156E54d6C,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,11684378861783158274,19085930000000000000000,2,1709227609,58532520
