buyer_address,total_amount_USD
0x6496e0f4f7886829ee18a2ceca35aa0dbb559716,1680.0
0xd581d17453997652c7c3a6c61cce5b115522b33d,1680.0
0x3d54dbee5c5d0215246199e177f629e607ceb7d5,1670.0
0xdc80a6e8aa91889d481f529a36cd9897e8daf4cd,1670.0
0x74b4b8c7cb9a594a6440965f982def10bb9570b9,1649.175
0x865ba724b68891f1ddf8a19de522856a8219fbbc,1648.5
0xd7aa97fb443acdc38622056b963a5e8893f18c1f,1630.0
0x955883fa51d4d91946faf574946d78da5daddf22,1622.52
0xf725cc2b6ec42fc500f85e82a4ba6289f65354fb,1620.66
0xc173ff601b33b48a048e9fa641497b1889ce6680,1616.0
0x11c83c89c5042b74a10c24531fa49b3733d02c38,1610.0
0x9321cc3af75afbb8d05abbac1be64fdb37da42dc,1610.0
0xa7a7e108a88e137ff754306a9501e65c980a65e6,1596.0
0x4bb86ad2ba714dc35594bccd5d571d5dddb4ef9c,1573.2
0x525b41c72c4ea3af9fbd47ac8e9f1ac87364908a,1570.0
0xe4acae24d3c19f0a086e7b9adec13732de8a4faf,1561.5
0x65ff30419af66c57750ac11bb8bdb970078e1029,1560.0
0x18ec0bb55ceb0d54f3600f8bdec7d5cf5b495595,1560.0
0x12e994a05311b41d994b1cc7d937ba679a75a107,1550.0
0x0c999f497985f6b045cd75aef773f324546faa61,1510.0
0x9864a0a7bc6a5848f48d0a21235f82eedd85453e,1503.0
0x01c81c0e0cfd968a96cf08e3dc32f395a9dc075f,1500.52
0x811001539f80e79a106dc309cefcc23bc59a8571,1500.38
0x4c7eabe657187d2c8c5f7e2bb453478f72fd00c9,1499.96
0x7a8e0c1fea45d4df4aa9b3abb5d7d1fc11683d2c,1480.5
0xff67a7b7c3039acb7b5133dd89b65491fef96331,1459.52
0x62058f928e0b8af1279670437d7dfd9e55e34560,1437.8
0x683028fc63477b8a702cfe7475865952d3e8ac09,1416.69
0x7cfed2a2d4a98680dac6aa55120f5af2ec562ebd,1413.0
0x4f023131a6f8f0f92cb74bceb3ad973380c6980e,1413.0
0xf0b080f40b276f5fcfa28763fabcaf20c68ceeef,1410.0
0xcfba49ae97a4d1982647523fb217864c6f332f68,1407.3899999999999
0x872e0106811e38a8e8d43fbdd403392c8211b852,1400.0
0xd5fa57fd1b51f2c190756d6ac75667dc1c0fa532,1400.0
0xa9fc99944624140c57563019335b8add5923df5d,1390.0
0x5ce98a20f809a29121e8073faea6dec5f2957346,1390.0
0x0eaca1bdc1ddb3595ed5347eb8d69abf64cd8b90,1365.1200000000001
0xbda243b093404f89a744e44efa35f06d098efa2d,1314.4
0xa7c0e474a9f3207db3f7ed86c994e2c8f144dbb1,1276.5
0x3d51b84eec25471a281a90fc4c6e33b925964978,1260.0
0x7f0736d78bd9683d586e7af57e4f1d4672678f66,1260.0
0x1f92b5affd12981ef0fa7ba22a802379fd36929e,1219.89
0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,1204.6
0x84bbac66a2f6e84a274d2246dbd0e8e708b2f259,1198.34
0x8a4011c09417a536694378a71b15bb2690ecf9b7,1173.0
0xdccbfaab304e73f1775ff8ef791220c8f94e274f,1171.0
0x04babdf0bb25b7f651398e02677e85d99289112f,1167.15
0x57e3840e831e82b69ad9bdf104b82ac979713f04,1149.54
0x13df4729f8bbc76d05f81c6f1bcacc1b62c4993c,1139.06
0x64c174d4d18be87555bc56ddcd8b71912a4c1811,1112.1599999999999
0x65cd9979beecad572a6081fb3ec9fa47fca2427a,1092.0
0x7e6ff442692d9e662521ea0b8fccce0f19f6aba5,1090.6299999999999
0xce59fd95ea744b1d2ab1175650e3b2f17760e484,1078.0
0x01445326f7023b6c69eeb0eccbbac6797af3e76c,1067.29
0x91960c1cc552525ad5bbba85f10c8651863a5e62,1065.3
0xd473781816837c7cd2fadc34e66f09786d2e2694,1046.22
0xe5ac0b4832d027feb1e91deeba5a79c7c2c83900,1012.2299999999999
0xc697a324e104e41db68f376e56022ff3c72a9173,1008.0
0x1f2dafef7dcd1d8e8641ca6e3283052d0e23f7aa,1008.0
0x1c3283871ab8df8dde77436eff8ce5d4fd88efc8,1004.48
0xf075969d04ab5d10727fe066631c06ba22becc7b,1003.86
0xb5de1695e92ad0a49ccc0f9230235d3f860c4e50,1003.86
0x182f403ac47d29b423bb1a84f39962d2b6d2ed9c,1002.17
0x9b7fa79317a864c54b0bdf852a932613f8540f3f,999.0
0xe751970824f3bcbf97e611e351c1136776be1ce9,997.92
0x253d44506e160fa49803057fe3a65d482a318690,989.52
0xce819468be3784c2ed880e8ad36b68621ed9440f,987.7700000000001
0x912f6da88e370b8fa4cc73b832924d7207b863ab,987.54
0x8eeae0ac706b3978b14702879427fe1a23ce3174,985.8000000000001
0x77fe051ec66db6c444386918600116b047b664e5,977.85
0xedff0452a76e278ba7594d17264a30c26b56712c,960.0
0x237e1ccb114c2c404ae770236c7420bf051829b4,954.0
0x920bcba669734d63db9899e968959e99adcfe850,942.0
0xcbbd18d3ac27ab0fffd04bccd091b2802c92e0ca,942.0
0x211c1ba2148e843d10790a1d041632cbecfe3fa3,929.6
0x6a86b33bab9231db713345bfc9643135d832e0dc,926.3000000000001
0x081223c2cea1d7288f42276cc519346019b3c479,918.5
0x5843b7a9837f1fdbad1c4f4c8a3ec4d3737eda3e,915.98
0x68bdd638ecaa7565e1393a4ea580006fcd87f3b2,900.0
0xd54d23200e2bf7cb7a7d6792a55da1377a697799,894.0
0xa3f9169ba2e9baa25e6e73568fc4f02aaea41b67,886.08
0x4815bd360ca6725b418a861422558c1597481c53,883.0
0x11d3ece4fbf6881de43a001aa17b10322e2684f4,861.9300000000001
0xf02b93505ee2c2b87859636b55565bedc443456d,861.315
0x15d5735f6894b8ec7a808cd40d050f64915b92c5,856.0500000000001
0x413e5d1ec9227e1e426acfa74fe06094b9a69156,851.76
0x0e907f6c2f80fb347084c31fc28aa222b865b9e1,845.0
0x8129d1c86ba95957b80ee34738d24a513000ad97,840.0
0xc50eed2291bf90c62220dbb77d7f848be15c9f9a,835.0
0x4936f33b7b060c7336fd0e4c61316ea248da6827,811.76
0x3e6f946ec358dadf27f86992a72e0bd281e04704,805.0
0xf3324d1c84f9183f025ec78e863f62f3e6dc1f97,805.0
0x596888345c9e3c6f7d0f4e5d8590941e2cab52e8,805.0
0x7a49983815a5f0499e590698c44adfe766e6812f,804.0
0x0133682790e6779ab5e69ccf2aa9d40b3c893015,801.0
0xee1d9ae5bfaed69436b53618b936e2ec994e4b09,797.3
0x0706c008257d3574ed38e496587074814750b6c3,790.0
0xc147015d3298ffa4139205072f7c7400fe4c073b,790.0
0x1f2c87b25830c710a56b2aa7035342d99bc1cbba,785.0
0x6266431213542bb43beb87d59565d710bdf15c38,785.0
0xae78bee2bb202f823b3323e521daec939f8d7832,780.78
0x14c018c62a171cec8082a1a94164a14820e6af42,772.4950000000001
0xbec2027dd208e21e8d25821506562aa658c0ebd0,765.0
0xe0f7a13e3b038ec45d2b2b6abf999fa20ea2355d,765.0
0xf2de055987e95a0854ad3a8f4fc42cac275e2d1c,758.725
0x41a6ac7f4e4dbffeb934f95f1db58b68c76dc4df,757.35
0x8a87448948625e7ea7822bff2c740c5cf9723d4c,748.8
0xeca5e3ce0774372e71ce9b3675cb07c6677c2d52,748.67
0x83678fbcbcf8af5a083027097098fae2734edfd4,719.9399999999999
0xca5f20116387b52ca837fc02d7abcdd21e9fd96e,710.0
0xb5ecc7c8fb021495110529e78c0319bbf4ef745f,701.8799999999999
0xa5a1f2fe535a22350860bddb75c63d38fb1a0518,700.0
0xb7f711d6451043fa0db64db17e01c0b0272d3766,699.1099999999999
0x6bcde208395225aa5824ff46296842109664d98f,693.94
0xfff8c710f0e572997dbd9ccabf6aea6cf13efc96,690.0
0xca7684f986d8770190c9003c2322d1e1bcb7649c,685.445
0x07f3ff063f09d05b6653226bd6434c78cffb17f3,685.3000000000001
0xd376f87249f959555efd518129e29d4d792d4847,680.0
0x0bd48892671650cd5377368ebdf9a19b09837f08,675.0
0xecefb0c5be936fbb1659ea47546bd67f3dcaca04,674.4000000000001
0xd1993291ba29bb13e8add77b5b4e4af0586c9b1a,669.9499999999999
0xce44007a0a90dc201ed420f5b072abf34bd2da51,668.0
0x61031b24bcefc7d1c46e5e28e58b80179e56caed,659.95
0x97fbfbf00b93a10fefa52475d30d33a8eb367e3a,651.3
0x0832d81a732648508c4599414e514c28ff0a0ac1,649.8
0xc3e9704b5ff6319de2c1b6acaa1039b96a22888b,649.38
0x70bd0c8042db5e9babf481eff8c8f1b286c96fcc,640.0
0x396ab8d5f50464939218ad967a5a2fbbb94f4b70,635.5
0xc06830694a5c22278ce214cba0df198486a68d91,631.0
0x2d143e65efe05ebefa16e8119085f9394e865dab,628.0
0x23e817b3982ba0e033dab4fa1b47088418ad6b2a,603.0
0x7e639a0879ef119fd6a392ce78a029e88699f07c,594.44
0x3ca99a967825891e2ae4f5f05367ad7fa83f22a9,585.0
0x57f43958a85243e533cf030e642f2fe0d60483c7,578.0
0x9c2abe8c4d6a2005ab5d578addaa41f9c60a48cf,561.6
0xc24ddc9c78a354f8e5d4b7c45bf6e8b2ee6ac40c,559.4499999999999
0xb23b8b5ec1815b9dc27909c10ab54bb49fc8bc8d,559.4399999999999
0xb1561cacdff8d0077e1fb4c011a93267916a9a65,559.3199999999999
0x075a3d49c637252b83c3b0a2b1869b1935b23183,543.78
0x941b6117f7059c484d66e8f24ed38cb40a1667cd,542.75
0x413c45864df2368db1427e2f34d8bdfffb0913dc,541.0799999999999
0x9ab8b1effb50ee4d80cfe66c30910aa4867d6060,540.8
0x837ded5fcf1b1b653b7b88a62d4fe8399aa72bff,539.325
0x1afd3a258b1a9b397a24a239bb70444b478deedb,539.0
0x3623e100724b9da0a891a39372a9ca434945c64b,533.8
0x66246bd777b2d8470c84b5a05cc682ce06972651,531.92
0x44bd6fd314dd5aae5100f7a9932575207fbc3bd2,524.8
0x7ae299a8358b00316e7541ed89c7c608893d9d8a,517.945
0xd73329e8bbe79ff75f408e71966e0e79e74dd250,517.14
0xd05b01070c4341137f4d1731bd4821336bf65f03,516.15
0x742d9cf9f8998318282362f3330e2735ffa60db1,513.635
0x4413a906a012f06bd0abda5eec45f7d67b449284,508.68
0xe670f0369d0a7bc7ea89d06bcd7174df4be7eb16,504.09999999999997
0x3750628d09a790d18b8cc854a22205adefda03d9,504.0
0x32d4b40e0603256aacda8bf9d887506c4a3e0031,501.0
0x5ff9e0445eb49f16c9d83ddb5d2e7886112508cf,498.0
0xd81ece64cefbaaf02584d6e09924e1c57eac64b3,496.92
0x78a7cfb24afc39682b05789711031126d751c953,495.88
0xb9ef85fb70e233d574479fbf02eafbc72efd1e6e,493.47999999999996
0xb7542735bcad39f7294f981ed0adfe887ca18225,489.44000000000005
0x9f434a0f482b781f169b5c0b8ba40d26f2ee5d2b,487.78
0x09b619afafb8a6f69afee546145dc219b38a6a9e,487.11
0xfc5a548ef9ad186af95375e3b0fbc8ee6d5ea469,486.00000000000006
0xbb959f3e8dae3d06bfcbd4edd25845a7de571216,483.00000000000006
0x59911364febc2d11b76d64c87fdb163940b9563a,482.0
0xffec26c4ff03bbaf5119b797595f7e73062cbd98,480.0
0xaa2d91bb050c99237d51a33958f1efdc1cabb52b,479.19
0xab99c070540ce0aa4c7b978584a6edfca5af37ce,476.44000000000005
0xe84a290bf2af16be81ee79c855bdea10f07c3a6d,475.43
0x945a69a6f77ba28e97a4d12b7a9eab8811313848,471.0
0xc57fc8fe4c6291feb42c8506b09491515eb5971e,469.55000000000007
0xac0537fdb3591444094004791182a0e5fa3669f0,468.51000000000005
0xdae8ce9c04af31c353ed4324149811eab297eff5,465.0
0x6c45f8283fc5ce5e9bb1dfe4becf4f9e9adaac75,464.8
0x92ea5536b1de385175d67bb6024a98e48edb8aae,464.54999999999995
0x52ec352d9932f9ced5021690abb3e61b033ab529,462.58
0x2151943f25dc5b62d18e88e810a2fc7f990043c2,462.47
0xe611194a2b49466353a3c51d19cee2cb314ea979,462.0
0x604b034da608c682b12a577392a7f3d3f8c9176d,462.0
0x8e7b4fd21723b8f80de32fa6cf03387fb1203aa5,460.46000000000004
0x70083a816329942e7e962829aff470b3015ff545,457.53
0xd2b19fda48871e4fe48ea66663902c224b74cda3,457.02
0x6eab4feff315eb598a919c5cb92bb4b67edd7d12,455.22
0xfb97fae6c8dc8098edd56247f477f79318254c44,453.14
0x5d3d86d89177edcee19a2415a9c13de3d6fa33b1,448.90999999999997
0x56f2c4cb8518d0a4ec749593df574f7597a36140,431.46
0x8d869f609bed9516596d8563e26d4870f5f1aafb,430.675
0x9b81ea563816f990013551d6ec602e0169bc9058,428.4
0xc5240d991b241c222f38a599da988f4f3cd78e55,420.0
0x4a3132c8f76090abba124a351c7b8c1c38f17085,413.28
0x8a8255865024d334695a3e09653a452c99f75bab,411.59999999999997
0x9b25235ee2e5564f50810e03ea5f91976a8ee6fa,411.00000000000006
0x2d6041608b45db9cda3e3a1b832823bcd8c02bcb,410.0
0x39d9568a7b2c9c3020fbd19f9d2fb52aa65806c5,408.24
0x13579715cdeea6e1e95a5443d83021c503e66fbd,407.64000000000004
0x3228bc24472e2c90c18ae48c788bcef64859bfbd,406.05
0x40f79e0a75762505f87200226577dd50d1b4bb24,403.90999999999997
0x9065431a087d8c0293279118435847159fdb2370,402.5
0x92331550e4ea64485de3773832b4f45e3eff3d2b,402.5
0x1bc081d683d7b7bafd9f7e96ba667b8810373fb4,397.5
0xba6c7666e9a26609bd385a7b91b4178ba6148ee3,388.68
0x0fab40a6e43ee85dda2052642330f75c6d86f7a0,385.0
0x1a1e852f970a231d32271c88162e222a09c1650a,383.04
0x91bf93e274e5e15a31cf748cae0ad5d457dcd5f2,381.25
0xb22d6eaff29d135d6e3ffc3eb389729df7d2cf11,381.15000000000003
0xc216eb36ca25b3937680af7375b7aa17e705def1,379.25
0x72cb37155a8b58c442fc9d6ee81318a28f0e5d77,378.0
0x06850a5c42d8f51c5b10aa573a9569b75e1666a7,377.91
0x7191bcceed9860a719e4b8ef622d420c10486b85,375.57
0xef168d57e079cd6cf0878d8e0c2db247a4da310a,369.72
0xe14a13b8eb93b6569a748ea57a1a97025fc82be9,368.5
0x8476628f0bb288822c01f718f4ad79991848c92d,364.895
0x6d231f4b6fe4fefd4a584ba149c08bca946b1b2a,364.14
0x251940ac86500ebf7ba4068b914279d687cb0987,353.25
0xeacaa7d9a5ec8c171d8250a95cfd4614ce779c24,352.5
0x45914394e2ff8322228a5e7b6577545e12299bdd,351.0
0xaa692b9a88456f5f75efc9a4b7b74394219ae43f,343.2
0xb246e883b098b1e20dfb9eb510e256a7b8a32a12,342.1
0x7472c48649d797e06022f28f4a8f58cb1c001b27,340.0
0x9f23615a8f4dc11bc7056f695ec4a8142c5cd551,338.7
0x00ebe3f364a55e415419a5b01bdaecaa70f01f31,338.59999999999997
0x9c8d3a033d2b522514eae3bf7097d4ce438fa246,338.0
0x8f2c46ce880c288bbf0926123814496a9842a591,336.0
0xb0eb8b4003fdd74f3c7994fbe5fce95ad10e3bcc,336.0
0x0b40ebe75cdc9f581c4aeec7a774b68ba04b1b56,336.0
0x02608d35121db289427f6fd4fa53e93b5cae0bdf,336.0
0xfec0d333b0d6b91a4c5599c82e13ecc198e23edb,335.0
0x7f59f02d43cd2460bb8ca8d8537d76d94a95ccbc,334.8
0x955ecc1a2ca06dc29d37be3713df3329c92e96cb,334.0
0x0815edf1b6b10b8ced00a5e58634ec563197fa12,334.0
0xd17df77e701fa098835a34dcc79ff6da0b07a3e0,328.3
0x6dac5f7beb9e4f31d5b992290f54f1eca1bf4549,328.0
0xfb565b2fefbf63ef61d7d7bb4916ff8c75aa48a1,326.0
0xe071b2107f42fd40d6fa4b951bf4253cc8146de9,324.0
